gene_id	avg_coverage	gene_length
PROKKA_MOD_PART0_16762	0	783
PROKKA_MOD_PART0_16763	0	345
PROKKA_MOD_PART0_16764	0	315
PROKKA_MOD_PART0_16765	0	228
PROKKA_MOD_PART0_16766	0	501
PROKKA_MOD_PART0_16767	0	210
PROKKA_MOD_PART0_16768	0	945
PROKKA_MOD_PART0_16769	0	609
PROKKA_MOD_PART0_16770	0	120
PROKKA_MOD_PART0_16771	0	177
PROKKA_MOD_PART0_16772	0	147
PROKKA_MOD_PART0_16773	0	408
PROKKA_MOD_PART0_16774	0	147
PROKKA_MOD_PART0_16775	0	258
PROKKA_MOD_PART0_16776	0	744
PROKKA_MOD_PART0_16777	0	186
PROKKA_MOD_PART0_16778	0	366
PROKKA_MOD_PART0_16779	0	615
PROKKA_MOD_PART0_16780	0	600
PROKKA_MOD_PART0_16781	0	162
PROKKA_MOD_PART0_16782	0	729
PROKKA_MOD_PART0_16783	0	213
PROKKA_MOD_PART0_16784	0	408
PROKKA_MOD_PART0_16785	0	462
PROKKA_MOD_PART0_16786	0	567
PROKKA_MOD_PART0_16787	0	474
PROKKA_MOD_PART0_16788	0	285
PROKKA_MOD_PART0_16789	0	108
PROKKA_MOD_PART0_16790	0	546
PROKKA_MOD_PART0_16791	0	1098
PROKKA_MOD_PART0_16792	0	783
PROKKA_MOD_PART0_16793	0	345
PROKKA_MOD_PART0_16794	0	225
PROKKA_MOD_PART0_16795	0	576
PROKKA_MOD_PART0_16796	0	1350
PROKKA_MOD_PART0_16797	0.301282	312
PROKKA_MOD_PART0_16798	0.31579	399
PROKKA_MOD_PART0_16799	0	684
PROKKA_MOD_PART0_16800	0	363
PROKKA_MOD_PART0_16801	0	231
PROKKA_MOD_PART0_16802	0	363
PROKKA_MOD_PART0_16803	0	588
PROKKA_MOD_PART0_16804	0	609
PROKKA_MOD_PART0_16805	0.044164	2853
PROKKA_MOD_PART0_16806	0	192
PROKKA_MOD_PART0_16807	0.148936	1551
PROKKA_MOD_PART0_16808	0	705
PROKKA_MOD_PART0_16809	0	1068
PROKKA_MOD_PART0_16810	0	162
PROKKA_MOD_PART0_16811	0	990
PROKKA_MOD_PART0_16812	0	204
PROKKA_MOD_PART0_16813	0	615
PROKKA_MOD_PART0_16814	0	573
PROKKA_MOD_PART0_16815	0	1239
PROKKA_MOD_PART0_16816	0	516
PROKKA_MOD_PART0_16817	0	1803
PROKKA_MOD_PART0_16818	0	708
PROKKA_MOD_PART0_16819	0	582
PROKKA_MOD_PART0_16820	0	702
PROKKA_MOD_PART0_16821	0	390
PROKKA_MOD_PART0_16822	0	264
PROKKA_MOD_PART0_16823	0	432
PROKKA_MOD_PART0_16824	0	660
PROKKA_MOD_PART0_16825	0	918
PROKKA_MOD_PART0_16826	0	843
PROKKA_MOD_PART0_16827	0	189
PROKKA_MOD_PART0_16828	0	864
PROKKA_MOD_PART0_16829	0	231
PROKKA_MOD_PART0_16830	0	681
PROKKA_MOD_PART0_16831	0	318
PROKKA_MOD_PART0_16832	0	336
PROKKA_MOD_PART0_16833	0	312
PROKKA_MOD_PART0_16834	0	483
PROKKA_MOD_PART0_16835	0	792
PROKKA_MOD_PART0_16836	0	960
PROKKA_MOD_PART0_16837	0	900
PROKKA_MOD_PART0_16838	0	1536
PROKKA_MOD_PART0_16839	0	987
PROKKA_MOD_PART0_16840	0	1131
PROKKA_MOD_PART0_16841	0	207
PROKKA_MOD_PART0_16842	0	621
PROKKA_MOD_PART0_16843	0	495
PROKKA_MOD_PART0_16844	0	441
PROKKA_MOD_PART0_16845	0	366
PROKKA_MOD_PART0_16846	0	372
PROKKA_MOD_PART0_16847	0	135
PROKKA_MOD_PART0_16848	0	477
PROKKA_MOD_PART0_16849	0	519
PROKKA_MOD_PART0_16850	0	456
PROKKA_MOD_PART0_16851	0	1008
PROKKA_MOD_PART0_16852	0	66
PROKKA_MOD_PART0_16853	0	918
PROKKA_MOD_PART0_16854	0	687
PROKKA_MOD_PART0_16855	0	669
PROKKA_MOD_PART0_16856	0	450
PROKKA_MOD_PART0_16857	0	2388
PROKKA_MOD_PART0_16858	0	369
PROKKA_MOD_PART0_16859	0	1134
PROKKA_MOD_PART0_16860	0	1050
PROKKA_MOD_PART0_16861	0	513
PROKKA_MOD_PART0_16862	0.362654	648
PROKKA_MOD_PART0_16863	0	348
PROKKA_MOD_PART0_16864	0	1095
PROKKA_MOD_PART0_16865	0	237
PROKKA_MOD_PART0_16866	0	837
PROKKA_MOD_PART0_16867	0	984
PROKKA_MOD_PART0_16868	0	351
PROKKA_MOD_PART0_16869	0	834
PROKKA_MOD_PART0_16870	0	174
PROKKA_MOD_PART0_16871	0	429
PROKKA_MOD_PART0_16872	0	1443
PROKKA_MOD_PART0_16873	0.218972	1128
PROKKA_MOD_PART0_16874	0	1233
PROKKA_MOD_PART0_16875	0	735
PROKKA_MOD_PART0_16876	0	480
PROKKA_MOD_PART0_16877	0	453
PROKKA_MOD_PART0_16878	0	963
PROKKA_MOD_PART0_16879	0	750
PROKKA_MOD_PART0_16880	0	411
PROKKA_MOD_PART0_16881	0	570
PROKKA_MOD_PART0_16882	0	237
PROKKA_MOD_PART0_16883	0	768
PROKKA_MOD_PART0_16884	0	648
PROKKA_MOD_PART0_16885	0	1188
PROKKA_MOD_PART0_16886	0	852
PROKKA_MOD_PART0_16887	0	2343
PROKKA_MOD_PART0_16888	0	603
PROKKA_MOD_PART0_16889	0.37268	1347
PROKKA_MOD_PART0_16890	0	261
PROKKA_MOD_PART0_16891	0	1302
PROKKA_MOD_PART0_16892	0	2142
PROKKA_MOD_PART0_16893	0	606
PROKKA_MOD_PART0_16894	0	213
PROKKA_MOD_PART0_16895	0	306
PROKKA_MOD_PART0_16896	0.304964	282
PROKKA_MOD_PART0_16897	0	315
PROKKA_MOD_PART0_16898	0	855
PROKKA_MOD_PART0_16899	0	543
PROKKA_MOD_PART0_16900	0	762
PROKKA_MOD_PART0_16901	0	372
PROKKA_MOD_PART0_16902	0	174
PROKKA_MOD_PART0_16903	0	309
PROKKA_MOD_PART0_16904	0	468
PROKKA_MOD_PART0_16905	0	588
PROKKA_MOD_PART0_16906	0.297872	846
PROKKA_MOD_PART0_16907	0	648
PROKKA_MOD_PART0_16908	0	111
PROKKA_MOD_PART0_16909	0	489
PROKKA_MOD_PART0_16910	0.8	315
PROKKA_MOD_PART0_16911	0	1950
PROKKA_MOD_PART0_16912	0	168
PROKKA_MOD_PART0_16913	0	411
PROKKA_MOD_PART0_16914	0	1758
PROKKA_MOD_PART0_16915	0	1230
PROKKA_MOD_PART0_16916	0	267
PROKKA_MOD_PART0_16917	0	270
PROKKA_MOD_PART0_16918	0	327
PROKKA_MOD_PART0_16919	0	66
PROKKA_MOD_PART0_16920	0	708
PROKKA_MOD_PART0_16921	0	786
PROKKA_MOD_PART0_16922	0	639
PROKKA_MOD_PART0_16923	0	285
PROKKA_MOD_PART0_16924	0	360
PROKKA_MOD_PART0_16925	0	78
PROKKA_MOD_PART0_16926	0	336
PROKKA_MOD_PART0_16927	0	69
PROKKA_MOD_PART0_16928	0	501
PROKKA_MOD_PART0_16929	0	216
PROKKA_MOD_PART0_16930	0	519
PROKKA_MOD_PART0_16931	0	1575
PROKKA_MOD_PART0_16932	0	576
PROKKA_MOD_PART0_16933	0	69
PROKKA_MOD_PART0_16934	0	516
PROKKA_MOD_PART0_16935	0	180
PROKKA_MOD_PART0_16936	0	165
PROKKA_MOD_PART0_16937	0	228
PROKKA_MOD_PART0_16938	3.30997	642
PROKKA_MOD_PART0_16939	0	168
PROKKA_MOD_PART0_16940	0	999
PROKKA_MOD_PART0_16941	0	306
PROKKA_MOD_PART0_16942	0	393
PROKKA_MOD_PART0_16943	0	222
PROKKA_MOD_PART0_16944	0	1209
PROKKA_MOD_PART0_16945	0	312
PROKKA_MOD_PART0_16946	0	192
PROKKA_MOD_PART0_16947	0	375
PROKKA_MOD_PART0_16948	0	261
PROKKA_MOD_PART0_16949	0	645
PROKKA_MOD_PART0_16950	0	261
PROKKA_MOD_PART0_16951	0	189
PROKKA_MOD_PART0_16952	0	681
PROKKA_MOD_PART0_16953	0	651
PROKKA_MOD_PART0_16954	0	837
PROKKA_MOD_PART0_16955	0	399
PROKKA_MOD_PART0_16956	0	75
PROKKA_MOD_PART0_16957	0	903
PROKKA_MOD_PART0_16958	0	867
PROKKA_MOD_PART0_16959	0	105
PROKKA_MOD_PART0_16960	0	1071
PROKKA_MOD_PART0_16961	0	417
PROKKA_MOD_PART0_16962	0	561
PROKKA_MOD_PART0_16963	0	726
PROKKA_MOD_PART0_16964	0	117
PROKKA_MOD_PART0_16965	0	399
PROKKA_MOD_PART0_16966	0	189
PROKKA_MOD_PART0_16967	0	423
PROKKA_MOD_PART0_16968	0	123
PROKKA_MOD_PART0_16969	0	498
PROKKA_MOD_PART0_16970	0	84
PROKKA_MOD_PART0_16971	1.37939	456
PROKKA_MOD_PART0_16972	0	1134
PROKKA_MOD_PART0_16973	0	546
PROKKA_MOD_PART0_16974	0	693
PROKKA_MOD_PART0_16975	0	573
PROKKA_MOD_PART0_16976	0	330
PROKKA_MOD_PART0_16977	0	270
PROKKA_MOD_PART0_16978	0	663
PROKKA_MOD_PART0_16979	0	249
PROKKA_MOD_PART0_16980	0	237
PROKKA_MOD_PART0_16981	0	681
PROKKA_MOD_PART0_16982	0	1164
PROKKA_MOD_PART0_16983	0	2736
PROKKA_MOD_PART0_16984	0	291
PROKKA_MOD_PART0_16985	0	2409
PROKKA_MOD_PART0_16986	0	513
PROKKA_MOD_PART0_16987	0	897
PROKKA_MOD_PART0_16988	0	72
PROKKA_MOD_PART0_16989	0	270
PROKKA_MOD_PART0_16990	0	855
PROKKA_MOD_PART0_16991	0.196262	642
PROKKA_MOD_PART0_16992	0	195
PROKKA_MOD_PART0_16993	0	195
PROKKA_MOD_PART0_16994	0	870
PROKKA_MOD_PART0_16995	2.06186	582
PROKKA_MOD_PART0_16996	0	282
PROKKA_MOD_PART0_16997	0	879
PROKKA_MOD_PART0_16998	0.636364	198
PROKKA_MOD_PART0_16999	0.67336	747
PROKKA_MOD_PART0_17000	0	1077
PROKKA_MOD_PART0_17001	0	1188
PROKKA_MOD_PART0_17002	0	732
PROKKA_MOD_PART0_17003	0	678
PROKKA_MOD_PART0_17004	0	273
PROKKA_MOD_PART0_17005	0	255
PROKKA_MOD_PART0_17006	0	555
PROKKA_MOD_PART0_17007	0	729
PROKKA_MOD_PART0_17008	0.030962	8139
PROKKA_MOD_PART0_17009	0.0945946	2664
PROKKA_MOD_PART0_17010	0	1005
PROKKA_MOD_PART0_17011	0	1638
PROKKA_MOD_PART0_17012	0	273
PROKKA_MOD_PART0_17013	0	1365
PROKKA_MOD_PART0_17014	0	531
PROKKA_MOD_PART0_17015	0	900
PROKKA_MOD_PART0_17016	0	237
PROKKA_MOD_PART0_17017	0	1053
PROKKA_MOD_PART0_17018	0	510
PROKKA_MOD_PART0_17019	0	969
PROKKA_MOD_PART0_17020	0.547826	690
PROKKA_MOD_PART0_17021	0	726
PROKKA_MOD_PART0_17022	0	516
PROKKA_MOD_PART0_17023	0	510
PROKKA_MOD_PART0_17024	0	255
PROKKA_MOD_PART0_17025	0	372
PROKKA_MOD_PART0_17026	0.132701	1899
PROKKA_MOD_PART0_17027	0	675
PROKKA_MOD_PART0_17028	0	612
PROKKA_MOD_PART0_17029	0	318
PROKKA_MOD_PART0_17030	0	417
PROKKA_MOD_PART0_17031	0	66
PROKKA_MOD_PART0_17032	0	501
PROKKA_MOD_PART0_17033	0	231
PROKKA_MOD_PART0_17034	0	363
PROKKA_MOD_PART0_17035	0	285
PROKKA_MOD_PART0_17036	0	237
PROKKA_MOD_PART0_17037	0	192
PROKKA_MOD_PART0_17038	0.320611	393
PROKKA_MOD_PART0_17039	0.333333	378
PROKKA_MOD_PART0_17040	0	201
PROKKA_MOD_PART0_17041	0	354
PROKKA_MOD_PART0_17042	0	516
PROKKA_MOD_PART0_17043	0	87
PROKKA_MOD_PART0_17044	0	1050
PROKKA_MOD_PART0_17045	0	681
PROKKA_MOD_PART0_17046	0	540
PROKKA_MOD_PART0_17047	0	216
PROKKA_MOD_PART0_17048	0	666
PROKKA_MOD_PART0_17049	0	342
PROKKA_MOD_PART0_17050	0	1044
PROKKA_MOD_PART0_17051	0	93
PROKKA_MOD_PART0_17052	0	303
PROKKA_MOD_PART0_17053	0	549
PROKKA_MOD_PART0_17054	0	318
PROKKA_MOD_PART0_17055	0	369
PROKKA_MOD_PART0_17056	0	396
PROKKA_MOD_PART0_17057	0	120
PROKKA_MOD_PART0_17058	0	408
PROKKA_MOD_PART0_17059	0	303
PROKKA_MOD_PART0_17060	0.0900243	411
PROKKA_MOD_PART0_17061	0	153
PROKKA_MOD_PART0_17062	0	327
PROKKA_MOD_PART0_17063	0	108
PROKKA_MOD_PART0_17064	0	981
PROKKA_MOD_PART0_17065	0	903
PROKKA_MOD_PART0_17066	0	399
PROKKA_MOD_PART0_17067	0	525
PROKKA_MOD_PART0_17068	0	189
PROKKA_MOD_PART0_17069	0	426
PROKKA_MOD_PART0_17070	0	231
PROKKA_MOD_PART0_17071	0	468
PROKKA_MOD_PART0_17072	0	531
PROKKA_MOD_PART0_17073	0	537
PROKKA_MOD_PART0_17074	0	567
PROKKA_MOD_PART0_17075	0	585
PROKKA_MOD_PART0_17076	0	1092
PROKKA_MOD_PART0_17077	0	909
PROKKA_MOD_PART0_17078	0	1365
PROKKA_MOD_PART0_17079	0	603
PROKKA_MOD_PART0_17080	0	1047
PROKKA_MOD_PART0_17081	0	2163
PROKKA_MOD_PART0_17082	0	864
PROKKA_MOD_PART0_17083	0	1107
PROKKA_MOD_PART0_17084	0	882
PROKKA_MOD_PART0_17085	0	762
PROKKA_MOD_PART0_17086	0	108
PROKKA_MOD_PART0_17087	0	504
PROKKA_MOD_PART0_17088	0	624
PROKKA_MOD_PART0_17089	0	576
PROKKA_MOD_PART0_17090	0	60
PROKKA_MOD_PART0_17091	0	546
PROKKA_MOD_PART0_17092	0	141
PROKKA_MOD_PART0_17093	0	633
PROKKA_MOD_PART0_17094	0	801
PROKKA_MOD_PART0_17095	0	453
PROKKA_MOD_PART0_17096	0	1290
PROKKA_MOD_PART0_17097	0	504
PROKKA_MOD_PART0_17098	0	198
PROKKA_MOD_PART0_17099	0	531
PROKKA_MOD_PART0_17100	0	402
PROKKA_MOD_PART0_17101	0	684
PROKKA_MOD_PART0_17102	0	411
PROKKA_MOD_PART0_17103	0	252
PROKKA_MOD_PART0_17104	0	1098
PROKKA_MOD_PART0_17105	0	540
PROKKA_MOD_PART0_17106	0	159
PROKKA_MOD_PART0_17107	0	429
PROKKA_MOD_PART0_17108	0	483
PROKKA_MOD_PART0_17109	0.219895	573
PROKKA_MOD_PART0_17110	0	513
PROKKA_MOD_PART0_17111	0	156
PROKKA_MOD_PART0_17112	0	906
PROKKA_MOD_PART0_17113	0	135
PROKKA_MOD_PART0_17114	0	192
PROKKA_MOD_PART0_17115	0	237
PROKKA_MOD_PART0_17116	0	216
PROKKA_MOD_PART0_17117	0	105
PROKKA_MOD_PART0_17118	0	753
PROKKA_MOD_PART0_17119	0	336
PROKKA_MOD_PART0_17120	0	87
PROKKA_MOD_PART0_17121	0	942
PROKKA_MOD_PART0_17122	0.0413223	363
PROKKA_MOD_PART0_17123	0	210
PROKKA_MOD_PART0_17124	0	201
PROKKA_MOD_PART0_17125	0	810
PROKKA_MOD_PART0_17126	0	534
PROKKA_MOD_PART0_17127	0.212658	1185
PROKKA_MOD_PART0_17128	0	618
PROKKA_MOD_PART0_17129	0	567
PROKKA_MOD_PART0_17130	0	645
PROKKA_MOD_PART0_17131	0	393
PROKKA_MOD_PART0_17132	0	468
PROKKA_MOD_PART0_17133	0	138
PROKKA_MOD_PART0_17134	0	318
PROKKA_MOD_PART0_17135	0	1701
PROKKA_MOD_PART0_17136	0	828
PROKKA_MOD_PART0_17137	0	657
PROKKA_MOD_PART0_17138	0	357
PROKKA_MOD_PART0_17139	0	96
PROKKA_MOD_PART0_17140	0	177
PROKKA_MOD_PART0_17141	0.213768	552
PROKKA_MOD_PART0_17142	0	1023
PROKKA_MOD_PART0_17143	0	750
PROKKA_MOD_PART0_17144	0	840
PROKKA_MOD_PART0_17145	0	324
PROKKA_MOD_PART0_17146	0	345
PROKKA_MOD_PART0_17147	0	1110
PROKKA_MOD_PART0_17148	0	684
PROKKA_MOD_PART0_17149	0	87
PROKKA_MOD_PART0_17150	0	825
PROKKA_MOD_PART0_17151	0	999
PROKKA_MOD_PART0_17152	0	513
PROKKA_MOD_PART0_17153	0	327
PROKKA_MOD_PART0_17154	0	489
PROKKA_MOD_PART0_17155	0	531
PROKKA_MOD_PART0_17156	0	285
PROKKA_MOD_PART0_17157	0	240
PROKKA_MOD_PART0_17158	0	198
PROKKA_MOD_PART0_17159	0	192
PROKKA_MOD_PART0_17160	0.213198	1182
PROKKA_MOD_PART0_17161	0	624
PROKKA_MOD_PART0_17162	0	588
PROKKA_MOD_PART0_17163	0	189
PROKKA_MOD_PART0_17164	0	249
PROKKA_MOD_PART0_17165	0	963
PROKKA_MOD_PART0_17166	0	399
PROKKA_MOD_PART0_17167	0	195
PROKKA_MOD_PART0_17168	0	414
PROKKA_MOD_PART0_17169	0	273
PROKKA_MOD_PART0_17170	0	696
PROKKA_MOD_PART0_17171	0	852
PROKKA_MOD_PART0_17172	0	258
PROKKA_MOD_PART0_17173	0	555
PROKKA_MOD_PART0_17174	0	228
PROKKA_MOD_PART0_17175	0	2190
PROKKA_MOD_PART0_17176	0	420
PROKKA_MOD_PART0_17177	0	525
PROKKA_MOD_PART0_17178	0	3120
PROKKA_MOD_PART0_17179	0	828
PROKKA_MOD_PART0_17180	0	216
PROKKA_MOD_PART0_17181	0	696
PROKKA_MOD_PART0_17182	0	666
PROKKA_MOD_PART0_17183	0	519
PROKKA_MOD_PART0_17184	0	588
PROKKA_MOD_PART0_17185	0	1497
PROKKA_MOD_PART0_17186	0	753
PROKKA_MOD_PART0_17187	0	1986
PROKKA_MOD_PART0_17188	0	2619
PROKKA_MOD_PART0_17189	0	237
PROKKA_MOD_PART0_17190	0	240
PROKKA_MOD_PART0_17191	0	81
PROKKA_MOD_PART0_17192	0	831
PROKKA_MOD_PART0_17193	0	906
PROKKA_MOD_PART0_17194	0	630
PROKKA_MOD_PART0_17195	0	381
PROKKA_MOD_PART0_17196	0	354
PROKKA_MOD_PART0_17197	0	534
PROKKA_MOD_PART0_17198	0	831
PROKKA_MOD_PART0_17199	0	1110
PROKKA_MOD_PART0_17200	0	402
PROKKA_MOD_PART0_17201	0	288
PROKKA_MOD_PART0_17202	0	831
PROKKA_MOD_PART0_17203	0	408
PROKKA_MOD_PART0_17204	0	546
PROKKA_MOD_PART0_17205	0	195
PROKKA_MOD_PART0_17206	0	354
PROKKA_MOD_PART0_17207	0	2049
PROKKA_MOD_PART0_17208	0	483
PROKKA_MOD_PART0_17209	0	798
PROKKA_MOD_PART0_17210	0	1788
PROKKA_MOD_PART0_17211	0	1152
PROKKA_MOD_PART0_17212	0	738
PROKKA_MOD_PART0_17213	0	297
PROKKA_MOD_PART0_17214	0	306
PROKKA_MOD_PART0_17215	0	327
PROKKA_MOD_PART0_17216	0	489
PROKKA_MOD_PART0_17217	0	1035
PROKKA_MOD_PART0_17218	0	816
PROKKA_MOD_PART0_17219	0	972
PROKKA_MOD_PART0_17220	0.329643	813
PROKKA_MOD_PART0_17221	0	270
PROKKA_MOD_PART0_17222	0	381
PROKKA_MOD_PART0_17223	0.170041	741
PROKKA_MOD_PART0_17224	0	120
PROKKA_MOD_PART0_17225	0	1128
PROKKA_MOD_PART0_17226	0	711
PROKKA_MOD_PART0_17227	0	2421
PROKKA_MOD_PART0_17228	0	726
PROKKA_MOD_PART0_17229	0	261
PROKKA_MOD_PART0_17230	0	528
PROKKA_MOD_PART0_17231	0	999
PROKKA_MOD_PART0_17232	0	294
PROKKA_MOD_PART0_17233	0	894
PROKKA_MOD_PART0_17234	0	558
PROKKA_MOD_PART0_17235	0	885
PROKKA_MOD_PART0_17236	0	105
PROKKA_MOD_PART0_17237	0	417
PROKKA_MOD_PART0_17238	0	936
PROKKA_MOD_PART0_17239	0	195
PROKKA_MOD_PART0_17240	1.01288	621
PROKKA_MOD_PART0_17241	0	1500
PROKKA_MOD_PART0_17242	0	315
PROKKA_MOD_PART0_17243	0	810
PROKKA_MOD_PART0_17244	0	393
PROKKA_MOD_PART0_17245	0	1074
PROKKA_MOD_PART0_17246	0	177
PROKKA_MOD_PART0_17247	0	642
PROKKA_MOD_PART0_17248	0	96
PROKKA_MOD_PART0_17249	0	480
PROKKA_MOD_PART0_17250	0	501
PROKKA_MOD_PART0_17251	0	984
PROKKA_MOD_PART0_17252	0	222
PROKKA_MOD_PART0_17253	0	1248
PROKKA_MOD_PART0_17254	0	648
PROKKA_MOD_PART0_17255	0	1371
PROKKA_MOD_PART0_17256	0	675
PROKKA_MOD_PART0_17257	0	216
PROKKA_MOD_PART0_17258	0	1284
PROKKA_MOD_PART0_17259	0	633
PROKKA_MOD_PART0_17260	0	690
PROKKA_MOD_PART0_17261	0	516
PROKKA_MOD_PART0_17262	0	2367
PROKKA_MOD_PART0_17263	0	138
PROKKA_MOD_PART0_17264	0	621
PROKKA_MOD_PART0_17265	0	387
PROKKA_MOD_PART0_17266	0	558
PROKKA_MOD_PART0_17267	0	186
PROKKA_MOD_PART0_17268	0	513
PROKKA_MOD_PART0_17269	0	465
PROKKA_MOD_PART0_17270	0	186
PROKKA_MOD_PART0_17271	0	156
PROKKA_MOD_PART0_17272	0	183
PROKKA_MOD_PART0_17273	0	732
PROKKA_MOD_PART0_17274	0	543
PROKKA_MOD_PART0_17275	0	294
PROKKA_MOD_PART0_17276	0	102
PROKKA_MOD_PART0_17277	0.31107	1617
PROKKA_MOD_PART0_17278	0.115942	345
PROKKA_MOD_PART0_17279	0	1308
PROKKA_MOD_PART0_17280	0	180
PROKKA_MOD_PART0_17281	0	246
PROKKA_MOD_PART0_17282	0	231
PROKKA_MOD_PART0_17283	0	120
PROKKA_MOD_PART0_17284	0	993
PROKKA_MOD_PART0_17285	0	699
PROKKA_MOD_PART0_17286	0	969
PROKKA_MOD_PART0_17287	0	765
PROKKA_MOD_PART0_17288	0	1554
PROKKA_MOD_PART0_17289	0	717
PROKKA_MOD_PART0_17290	0	336
PROKKA_MOD_PART0_17291	0	783
PROKKA_MOD_PART0_17292	0	807
PROKKA_MOD_PART0_17293	0	1113
PROKKA_MOD_PART0_17294	0	918
PROKKA_MOD_PART0_17295	0	567
PROKKA_MOD_PART0_17296	0	270
PROKKA_MOD_PART0_17297	0	339
PROKKA_MOD_PART0_17298	0	579
PROKKA_MOD_PART0_17299	0	1968
PROKKA_MOD_PART0_17300	0	975
PROKKA_MOD_PART0_17301	0	1566
PROKKA_MOD_PART0_17302	0	921
PROKKA_MOD_PART0_17303	0	957
PROKKA_MOD_PART0_17304	0	960
PROKKA_MOD_PART0_17305	0	354
PROKKA_MOD_PART0_17306	0	1299
PROKKA_MOD_PART0_17307	0	75
PROKKA_MOD_PART0_17308	0	1188
PROKKA_MOD_PART0_17309	0	1032
PROKKA_MOD_PART0_17310	0	582
PROKKA_MOD_PART0_17311	0	408
PROKKA_MOD_PART0_17312	0.595745	846
PROKKA_MOD_PART0_17313	0	297
PROKKA_MOD_PART0_17314	0	501
PROKKA_MOD_PART0_17315	0	621
PROKKA_MOD_PART0_17316	0	192
PROKKA_MOD_PART0_17317	0	807
PROKKA_MOD_PART0_17318	0	333
PROKKA_MOD_PART0_17319	0	243
PROKKA_MOD_PART0_17320	0	507
PROKKA_MOD_PART0_17321	0	126
PROKKA_MOD_PART0_17322	0.570776	219
PROKKA_MOD_PART0_17323	0.337814	1116
PROKKA_MOD_PART0_17324	0.57377	183
PROKKA_MOD_PART0_17325	0	195
PROKKA_MOD_PART0_17326	0	1047
PROKKA_MOD_PART0_17327	0	483
PROKKA_MOD_PART0_17328	0	501
PROKKA_MOD_PART0_17329	0	687
PROKKA_MOD_PART0_17330	0	954
PROKKA_MOD_PART0_17331	0	639
PROKKA_MOD_PART0_17332	0	111
PROKKA_MOD_PART0_17333	0	279
PROKKA_MOD_PART0_17334	0	111
PROKKA_MOD_PART0_17335	0	336
PROKKA_MOD_PART0_17336	0	330
PROKKA_MOD_PART0_17337	0	678
PROKKA_MOD_PART0_17338	0	135
PROKKA_MOD_PART0_17339	0	363
PROKKA_MOD_PART0_17340	0	1008
PROKKA_MOD_PART0_17341	0	453
PROKKA_MOD_PART0_17342	0	684
PROKKA_MOD_PART0_17343	0	642
PROKKA_MOD_PART0_17344	0	267
PROKKA_MOD_PART0_17345	0	171
PROKKA_MOD_PART0_17346	0	357
PROKKA_MOD_PART0_17347	0	96
PROKKA_MOD_PART0_17348	0	1221
PROKKA_MOD_PART0_17349	0	468
PROKKA_MOD_PART0_17350	0	396
PROKKA_MOD_PART0_17351	0	645
PROKKA_MOD_PART0_17352	0	774
PROKKA_MOD_PART0_17353	0	483
PROKKA_MOD_PART0_17354	0	498
PROKKA_MOD_PART0_17355	0	1098
PROKKA_MOD_PART0_17356	0	543
PROKKA_MOD_PART0_17357	0	192
PROKKA_MOD_PART0_17358	0	363
PROKKA_MOD_PART0_17359	0	717
PROKKA_MOD_PART0_17360	0	882
PROKKA_MOD_PART0_17361	0	897
PROKKA_MOD_PART0_17362	0	552
PROKKA_MOD_PART0_17363	0	711
PROKKA_MOD_PART0_17364	0	225
PROKKA_MOD_PART0_17365	0	879
PROKKA_MOD_PART0_17366	0	402
PROKKA_MOD_PART0_17367	0	222
PROKKA_MOD_PART0_17368	0	795
PROKKA_MOD_PART0_17369	0	633
PROKKA_MOD_PART0_17370	0	1077
PROKKA_MOD_PART0_17371	0	582
PROKKA_MOD_PART0_17372	0	162
PROKKA_MOD_PART0_17373	0	777
PROKKA_MOD_PART0_17374	0	555
PROKKA_MOD_PART0_17375	0	969
PROKKA_MOD_PART0_17376	0.0484429	2601
PROKKA_MOD_PART0_17377	0.108262	702
PROKKA_MOD_PART0_17378	0	984
PROKKA_MOD_PART0_17379	0.221053	1140
PROKKA_MOD_PART0_17380	0	969
PROKKA_MOD_PART0_17381	0	876
PROKKA_MOD_PART0_17382	0	291
PROKKA_MOD_PART0_17383	0	381
PROKKA_MOD_PART0_17384	0.260714	840
PROKKA_MOD_PART0_17385	0.482759	261
PROKKA_MOD_PART0_17386	0	1098
PROKKA_MOD_PART0_17387	0	441
PROKKA_MOD_PART0_17388	0	1320
PROKKA_MOD_PART0_17389	0	72
PROKKA_MOD_PART0_17390	0	180
PROKKA_MOD_PART0_17391	0	501
PROKKA_MOD_PART0_17392	0	405
PROKKA_MOD_PART0_17393	0	264
PROKKA_MOD_PART0_17394	0	576
PROKKA_MOD_PART0_17395	0	651
PROKKA_MOD_PART0_17396	0	150
PROKKA_MOD_PART0_17397	0	831
PROKKA_MOD_PART0_17398	0	216
PROKKA_MOD_PART0_17399	0	93
PROKKA_MOD_PART0_17400	0	252
PROKKA_MOD_PART0_17401	0	201
PROKKA_MOD_PART0_17402	0	843
PROKKA_MOD_PART0_17403	0	918
PROKKA_MOD_PART0_17404	0	867
PROKKA_MOD_PART0_17405	0	747
PROKKA_MOD_PART0_17406	0	1758
PROKKA_MOD_PART0_17407	0	93
PROKKA_MOD_PART0_17408	0	447
PROKKA_MOD_PART0_17409	0	144
PROKKA_MOD_PART0_17410	0	315
PROKKA_MOD_PART0_17411	0	384
PROKKA_MOD_PART0_17412	0	717
PROKKA_MOD_PART0_17413	0	93
PROKKA_MOD_PART0_17414	0	105
PROKKA_MOD_PART0_17415	0	618
PROKKA_MOD_PART0_17416	0	216
