PROKKA_MOD_PART0_00016	TIGR01420
PROKKA_MOD_PART0_09134	TIGR02824
PROKKA_MOD_PART0_09136	TIGR01549
PROKKA_MOD_PART0_09138	TIGR02691
PROKKA_MOD_PART0_09139	TIGR00832
PROKKA_MOD_PART0_09142	TIGR00987
PROKKA_MOD_PART0_09151	TIGR03440
PROKKA_MOD_PART0_09157	TIGR01817
PROKKA_MOD_PART0_09165	TIGR03107
PROKKA_MOD_PART0_09167	TIGR02937
PROKKA_MOD_PART0_09168	TIGR02154
PROKKA_MOD_PART0_09200	TIGR00528
PROKKA_MOD_PART0_09208	TIGR02084
PROKKA_MOD_PART0_09211	TIGR02730
PROKKA_MOD_PART0_09212	TIGR02937
PROKKA_MOD_PART0_09220	TIGR01369
PROKKA_MOD_PART0_09223	TIGR00765
PROKKA_MOD_PART0_09224	TIGR00225
PROKKA_MOD_PART0_09229	TIGR00456
PROKKA_MOD_PART0_09238	TIGR02191
PROKKA_MOD_PART0_09242	TIGR02519
PROKKA_MOD_PART0_09246	TIGR03310
PROKKA_MOD_PART0_09247	TIGR00530
PROKKA_MOD_PART0_09270	TIGR04282
PROKKA_MOD_PART0_09272	TIGR02349
PROKKA_MOD_PART0_09274	TIGR00331
PROKKA_MOD_PART0_09276	TIGR00757
PROKKA_MOD_PART0_09277	TIGR00528
PROKKA_MOD_PART0_09278	TIGR00298
PROKKA_MOD_PART0_09281	TIGR00374
PROKKA_MOD_PART0_09290	TIGR00305
PROKKA_MOD_PART0_09291	TIGR00440
PROKKA_MOD_PART0_09292	TIGR01451
PROKKA_MOD_PART0_09301	TIGR01016
PROKKA_MOD_PART0_09306	TIGR00077
PROKKA_MOD_PART0_09307	TIGR03234
PROKKA_MOD_PART0_09313	TIGR01575
PROKKA_MOD_PART0_09314	TIGR02204
PROKKA_MOD_PART0_09315	TIGR02204
PROKKA_MOD_PART0_09323	TIGR01963
PROKKA_MOD_PART0_09327	TIGR00962
PROKKA_MOD_PART0_09328	TIGR01146
PROKKA_MOD_PART0_09329	TIGR01039
PROKKA_MOD_PART0_09330	TIGR01216
PROKKA_MOD_PART0_09332	TIGR03409
PROKKA_MOD_PART0_09333	TIGR03727
PROKKA_MOD_PART0_09334	TIGR03411
PROKKA_MOD_PART0_09335	TIGR03410
PROKKA_MOD_PART0_09342	TIGR00070
PROKKA_MOD_PART0_09360	TIGR00450
PROKKA_MOD_PART0_09373	TIGR01166
PROKKA_MOD_PART0_09377	TIGR00159
PROKKA_MOD_PART0_09384	TIGR00498
PROKKA_MOD_PART0_09399	TIGR00594
PROKKA_MOD_PART0_09403	TIGR00390
PROKKA_MOD_PART0_09404	TIGR03692
PROKKA_MOD_PART0_09405	TIGR02224
PROKKA_MOD_PART0_09406	TIGR01280
PROKKA_MOD_PART0_09407	TIGR02749
PROKKA_MOD_PART0_09408	TIGR00204
PROKKA_MOD_PART0_09412	TIGR02074
PROKKA_MOD_PART0_09422	TIGR02976
PROKKA_MOD_PART0_09424	TIGR02978
PROKKA_MOD_PART0_09429	TIGR01023
PROKKA_MOD_PART0_09430	TIGR00964
PROKKA_MOD_PART0_09431	TIGR00922
PROKKA_MOD_PART0_09432	TIGR01632
PROKKA_MOD_PART0_09433	TIGR01169
PROKKA_MOD_PART0_09450	TIGR01737
PROKKA_MOD_PART0_09470	TIGR01830
PROKKA_MOD_PART0_09471	TIGR01414
PROKKA_MOD_PART0_09474	TIGR03352
PROKKA_MOD_PART0_09475	TIGR03591
PROKKA_MOD_PART0_09476	TIGR03594
PROKKA_MOD_PART0_09478	TIGR03725
PROKKA_MOD_PART0_09479	TIGR00057
PROKKA_MOD_PART0_09482	TIGR02261
PROKKA_MOD_PART0_09487	TIGR00204
PROKKA_MOD_PART0_09495	TIGR01059
PROKKA_MOD_PART0_09496	TIGR01049
PROKKA_MOD_PART0_09497	TIGR00485
PROKKA_MOD_PART0_09502	TIGR04256
PROKKA_MOD_PART0_09513	TIGR03169
PROKKA_MOD_PART0_09524	TIGR04176
PROKKA_MOD_PART0_09532	TIGR00936
PROKKA_MOD_PART0_09533	TIGR02966
PROKKA_MOD_PART0_09536	TIGR00520
PROKKA_MOD_PART0_09537	TIGR00388
PROKKA_MOD_PART0_09547	TIGR01837
PROKKA_MOD_PART0_09552	TIGR02550
PROKKA_MOD_PART0_09553	TIGR00211
PROKKA_MOD_PART0_09554	TIGR02141
PROKKA_MOD_PART0_09557	TIGR01187
PROKKA_MOD_PART0_09559	TIGR03153
PROKKA_MOD_PART0_09561	TIGR02937
PROKKA_MOD_PART0_09564	TIGR00950
PROKKA_MOD_PART0_09569	TIGR01972
PROKKA_MOD_PART0_09574	TIGR02801
PROKKA_MOD_PART0_09580	TIGR02890
PROKKA_MOD_PART0_09583	TIGR01958
PROKKA_MOD_PART0_09584	TIGR01962
PROKKA_MOD_PART0_09585	TIGR01957
PROKKA_MOD_PART0_09588	TIGR00963
PROKKA_MOD_PART0_09591	TIGR00385
PROKKA_MOD_PART0_09596	TIGR02211
PROKKA_MOD_PART0_09600	TIGR02412
PROKKA_MOD_PART0_09601	TIGR00021
PROKKA_MOD_PART0_09602	TIGR00749
PROKKA_MOD_PART0_09603	TIGR01198
PROKKA_MOD_PART0_09607	TIGR01470
PROKKA_MOD_PART0_09611	TIGR02966
PROKKA_MOD_PART0_09612	TIGR01818
PROKKA_MOD_PART0_09613	TIGR02946
PROKKA_MOD_PART0_09619	TIGR02715
PROKKA_MOD_PART0_09625	TIGR00514
PROKKA_MOD_PART0_09646	TIGR03719
PROKKA_MOD_PART0_09673	TIGR01588
PROKKA_MOD_PART0_09684	TIGR02280
PROKKA_MOD_PART0_09698	TIGR01764
PROKKA_MOD_PART0_09702	TIGR01859
PROKKA_MOD_PART0_09706	TIGR01312
PROKKA_MOD_PART0_09710	TIGR01845
PROKKA_MOD_PART0_09713	TIGR02802
PROKKA_MOD_PART0_09721	TIGR01212
PROKKA_MOD_PART0_09730	TIGR03866
PROKKA_MOD_PART0_09731	TIGR00132
PROKKA_MOD_PART0_09732	TIGR01979
PROKKA_MOD_PART0_09749	TIGR03108
PROKKA_MOD_PART0_09750	TIGR01934
PROKKA_MOD_PART0_09755	TIGR03308
PROKKA_MOD_PART0_09766	TIGR00530
PROKKA_MOD_PART0_09767	TIGR01941
PROKKA_MOD_PART0_09777	TIGR01116
PROKKA_MOD_PART0_09780	TIGR00435
PROKKA_MOD_PART0_09782	TIGR02937
PROKKA_MOD_PART0_09786	TIGR00468
PROKKA_MOD_PART0_09787	TIGR01032
PROKKA_MOD_PART0_09788	TIGR00950
PROKKA_MOD_PART0_09809	TIGR01730
PROKKA_MOD_PART0_09810	TIGR02211
PROKKA_MOD_PART0_09852	TIGR00208
PROKKA_MOD_PART0_09861	TIGR00966
PROKKA_MOD_PART0_09872	TIGR00797
PROKKA_MOD_PART0_09882	TIGR00465
PROKKA_MOD_PART0_09904	TIGR01930
PROKKA_MOD_PART0_09906	TIGR02196
PROKKA_MOD_PART0_09916	TIGR01188
PROKKA_MOD_PART0_09917	TIGR01247
PROKKA_MOD_PART0_09927	TIGR03338
PROKKA_MOD_PART0_09928	TIGR00674
PROKKA_MOD_PART0_09930	TIGR02531
PROKKA_MOD_PART0_09953	TIGR01853
PROKKA_MOD_PART0_09956	TIGR04183
PROKKA_MOD_PART0_09966	TIGR02506
PROKKA_MOD_PART0_09967	TIGR03812
PROKKA_MOD_PART0_09969	TIGR03961
PROKKA_MOD_PART0_09973	TIGR01591
PROKKA_MOD_PART0_09978	TIGR03222
PROKKA_MOD_PART0_09981	TIGR04182
PROKKA_MOD_PART0_09983	TIGR03617
PROKKA_MOD_PART0_09987	TIGR00377
PROKKA_MOD_PART0_09998	TIGR01632
PROKKA_MOD_PART0_10003	TIGR01804
PROKKA_MOD_PART0_10004	TIGR00518
PROKKA_MOD_PART0_10012	TIGR01068
PROKKA_MOD_PART0_10032	TIGR00132
PROKKA_MOD_PART0_10033	TIGR00135
PROKKA_MOD_PART0_10034	TIGR00086
PROKKA_MOD_PART0_10039	TIGR01328
PROKKA_MOD_PART0_10040	TIGR02303
PROKKA_MOD_PART0_10042	TIGR01496
PROKKA_MOD_PART0_10043	TIGR00159
PROKKA_MOD_PART0_10044	TIGR02729
PROKKA_MOD_PART0_10045	TIGR00732
PROKKA_MOD_PART0_10050	TIGR02890
PROKKA_MOD_PART0_10051	TIGR01692
PROKKA_MOD_PART0_10068	TIGR02393
PROKKA_MOD_PART0_10071	TIGR00510
PROKKA_MOD_PART0_10073	TIGR03350
PROKKA_MOD_PART0_10075	TIGR02253
PROKKA_MOD_PART0_10078	TIGR00229
PROKKA_MOD_PART0_10079	TIGR04316
PROKKA_MOD_PART0_10081	TIGR03377
PROKKA_MOD_PART0_10088	TIGR03948
PROKKA_MOD_PART0_10092	TIGR00254
PROKKA_MOD_PART0_10093	TIGR04183
PROKKA_MOD_PART0_10095	TIGR01166
PROKKA_MOD_PART0_10096	TIGR01801
PROKKA_MOD_PART0_10097	TIGR01141
PROKKA_MOD_PART0_10108	TIGR02436
PROKKA_MOD_PART0_10120	TIGR01083
PROKKA_MOD_PART0_10126	TIGR00747
PROKKA_MOD_PART0_10129	TIGR00255
PROKKA_MOD_PART0_10139	TIGR00895
PROKKA_MOD_PART0_10142	TIGR01498
PROKKA_MOD_PART0_10143	TIGR00036
PROKKA_MOD_PART0_10149	TIGR00121
PROKKA_MOD_PART0_10150	TIGR02037
PROKKA_MOD_PART0_10157	TIGR01536
PROKKA_MOD_PART0_10178	TIGR03381
PROKKA_MOD_PART0_10182	TIGR02974
PROKKA_MOD_PART0_10185	TIGR02009
PROKKA_MOD_PART0_10192	TIGR01205
PROKKA_MOD_PART0_10213	TIGR00197
PROKKA_MOD_PART0_10216	TIGR01343
PROKKA_MOD_PART0_10230	TIGR01420
PROKKA_MOD_PART0_10234	TIGR00254
PROKKA_MOD_PART0_10236	TIGR01818
PROKKA_MOD_PART0_10237	TIGR02637
PROKKA_MOD_PART0_10242	TIGR00594
PROKKA_MOD_PART0_10244	TIGR01447
PROKKA_MOD_PART0_10245	TIGR02154
PROKKA_MOD_PART0_10248	TIGR03598
PROKKA_MOD_PART0_10259	TIGR01179
PROKKA_MOD_PART0_10263	TIGR00087
PROKKA_MOD_PART0_10264	TIGR00080
PROKKA_MOD_PART0_10266	TIGR00692
PROKKA_MOD_PART0_10269	TIGR02146
PROKKA_MOD_PART0_10275	TIGR00281
PROKKA_MOD_PART0_10276	TIGR01141
PROKKA_MOD_PART0_10279	TIGR01420
PROKKA_MOD_PART0_10300	TIGR04095
PROKKA_MOD_PART0_10303	TIGR00628
PROKKA_MOD_PART0_10319	TIGR01111
PROKKA_MOD_PART0_10322	TIGR02211
PROKKA_MOD_PART0_10326	TIGR02486
PROKKA_MOD_PART0_10338	TIGR03433
PROKKA_MOD_PART0_10341	TIGR01063
PROKKA_MOD_PART0_10342	TIGR01983
PROKKA_MOD_PART0_10343	TIGR01449
PROKKA_MOD_PART0_10345	TIGR01963
PROKKA_MOD_PART0_10346	TIGR00093
PROKKA_MOD_PART0_10347	TIGR00281
PROKKA_MOD_PART0_10353	TIGR00077
PROKKA_MOD_PART0_10358	TIGR03806
PROKKA_MOD_PART0_10365	TIGR02294
PROKKA_MOD_PART0_10366	TIGR00136
PROKKA_MOD_PART0_10395	TIGR03340
PROKKA_MOD_PART0_10396	TIGR03997
PROKKA_MOD_PART0_10401	TIGR00408
PROKKA_MOD_PART0_10420	TIGR02483
PROKKA_MOD_PART0_10421	TIGR00229
PROKKA_MOD_PART0_10445	TIGR00383
PROKKA_MOD_PART0_10447	TIGR01292
PROKKA_MOD_PART0_10450	TIGR00549
PROKKA_MOD_PART0_10452	TIGR00478
PROKKA_MOD_PART0_10453	TIGR03263
PROKKA_MOD_PART0_10458	TIGR02069
PROKKA_MOD_PART0_10459	TIGR02534
PROKKA_MOD_PART0_10462	TIGR03696
PROKKA_MOD_PART0_10476	TIGR03605
PROKKA_MOD_PART0_10477	TIGR01380
PROKKA_MOD_PART0_10478	TIGR03471
PROKKA_MOD_PART0_10479	TIGR03596
PROKKA_MOD_PART0_10480	TIGR03156
PROKKA_MOD_PART0_10481	TIGR03169
PROKKA_MOD_PART0_10487	TIGR01068
PROKKA_MOD_PART0_10488	TIGR02476
PROKKA_MOD_PART0_10490	TIGR01011
PROKKA_MOD_PART0_10491	TIGR00120
PROKKA_MOD_PART0_10497	TIGR00128
PROKKA_MOD_PART0_10498	TIGR01830
PROKKA_MOD_PART0_10499	TIGR00517
PROKKA_MOD_PART0_10507	TIGR03697
PROKKA_MOD_PART0_10509	TIGR00787
PROKKA_MOD_PART0_10524	TIGR03606
PROKKA_MOD_PART0_10533	TIGR00657
PROKKA_MOD_PART0_10541	TIGR03300
PROKKA_MOD_PART0_10550	TIGR01136
PROKKA_MOD_PART0_10551	TIGR02518
PROKKA_MOD_PART0_10556	TIGR02984
PROKKA_MOD_PART0_10562	TIGR03178
PROKKA_MOD_PART0_10564	TIGR00080
PROKKA_MOD_PART0_10565	TIGR00021
PROKKA_MOD_PART0_10576	TIGR00254
PROKKA_MOD_PART0_10580	TIGR01331
PROKKA_MOD_PART0_10581	TIGR00560
PROKKA_MOD_PART0_10583	TIGR02824
PROKKA_MOD_PART0_10585	TIGR03696
PROKKA_MOD_PART0_10591	TIGR01929
PROKKA_MOD_PART0_10603	TIGR00030
PROKKA_MOD_PART0_10623	TIGR01930
PROKKA_MOD_PART0_10624	TIGR01293
PROKKA_MOD_PART0_10630	TIGR00974
PROKKA_MOD_PART0_10631	TIGR02138
PROKKA_MOD_PART0_10632	TIGR02135
PROKKA_MOD_PART0_10637	TIGR01009
PROKKA_MOD_PART0_10638	TIGR01044
PROKKA_MOD_PART0_10639	TIGR01050
PROKKA_MOD_PART0_10640	TIGR01171
PROKKA_MOD_PART0_10641	TIGR03636
PROKKA_MOD_PART0_10642	TIGR03953
PROKKA_MOD_PART0_10643	TIGR03625
PROKKA_MOD_PART0_10644	TIGR01049
PROKKA_MOD_PART0_10645	TIGR00484
PROKKA_MOD_PART0_10646	TIGR01029
PROKKA_MOD_PART0_10647	TIGR00981
PROKKA_MOD_PART0_10648	TIGR04183
PROKKA_MOD_PART0_10650	TIGR01292
PROKKA_MOD_PART0_10651	TIGR00048
PROKKA_MOD_PART0_10655	TIGR01031
PROKKA_MOD_PART0_10656	TIGR00182
PROKKA_MOD_PART0_10657	TIGR00747
PROKKA_MOD_PART0_10674	TIGR01534
PROKKA_MOD_PART0_10675	TIGR00201
PROKKA_MOD_PART0_10690	TIGR01780
PROKKA_MOD_PART0_10695	TIGR02734
PROKKA_MOD_PART0_10696	TIGR01780
PROKKA_MOD_PART0_10702	TIGR00871
PROKKA_MOD_PART0_10710	TIGR00196
PROKKA_MOD_PART0_10738	TIGR01507
PROKKA_MOD_PART0_10756	TIGR02170
PROKKA_MOD_PART0_10759	TIGR01388
PROKKA_MOD_PART0_10770	TIGR04183
PROKKA_MOD_PART0_10773	TIGR00150
PROKKA_MOD_PART0_10780	TIGR01251
PROKKA_MOD_PART0_10790	TIGR02211
PROKKA_MOD_PART0_10800	TIGR02939
PROKKA_MOD_PART0_10836	TIGR01575
PROKKA_MOD_PART0_10837	TIGR00900
PROKKA_MOD_PART0_10840	TIGR00755
PROKKA_MOD_PART0_10844	TIGR03169
PROKKA_MOD_PART0_10849	TIGR03771
PROKKA_MOD_PART0_10861	TIGR02800
PROKKA_MOD_PART0_10862	TIGR02074
PROKKA_MOD_PART0_10865	TIGR03342
PROKKA_MOD_PART0_10870	TIGR02656
PROKKA_MOD_PART0_10873	TIGR02517
PROKKA_MOD_PART0_10883	TIGR01117
PROKKA_MOD_PART0_10887	TIGR02521
PROKKA_MOD_PART0_10890	TIGR02154
PROKKA_MOD_PART0_10902	TIGR01034
PROKKA_MOD_PART0_10904	TIGR02702
PROKKA_MOD_PART0_10906	TIGR02196
PROKKA_MOD_PART0_10907	TIGR02377
PROKKA_MOD_PART0_10911	TIGR03710
PROKKA_MOD_PART0_10919	TIGR03265
PROKKA_MOD_PART0_10922	TIGR00485
PROKKA_MOD_PART0_10924	TIGR03417
PROKKA_MOD_PART0_10926	TIGR01963
PROKKA_MOD_PART0_10929	TIGR01444
PROKKA_MOD_PART0_10936	TIGR02259
PROKKA_MOD_PART0_10939	TIGR03329
PROKKA_MOD_PART0_10949	TIGR00717
PROKKA_MOD_PART0_10951	TIGR03328
PROKKA_MOD_PART0_10960	TIGR00502
PROKKA_MOD_PART0_10966	TIGR00174
PROKKA_MOD_PART0_10967	TIGR01923
PROKKA_MOD_PART0_10968	TIGR00666
PROKKA_MOD_PART0_10972	TIGR01830
PROKKA_MOD_PART0_10996	TIGR00880
PROKKA_MOD_PART0_10998	TIGR02149
PROKKA_MOD_PART0_11001	TIGR01174
PROKKA_MOD_PART0_11009	TIGR01837
PROKKA_MOD_PART0_11018	TIGR03598
PROKKA_MOD_PART0_11019	TIGR00782
PROKKA_MOD_PART0_11025	TIGR00215
PROKKA_MOD_PART0_11026	TIGR02669
PROKKA_MOD_PART0_11027	TIGR03518
PROKKA_MOD_PART0_11028	TIGR03521
PROKKA_MOD_PART0_11033	TIGR00005
PROKKA_MOD_PART0_11035	TIGR00484
PROKKA_MOD_PART0_11055	TIGR03339
PROKKA_MOD_PART0_11056	TIGR02618
PROKKA_MOD_PART0_11071	TIGR00586
PROKKA_MOD_PART0_11088	TIGR00692
PROKKA_MOD_PART0_11097	TIGR02415
PROKKA_MOD_PART0_11098	TIGR02280
PROKKA_MOD_PART0_11104	TIGR04098
PROKKA_MOD_PART0_11106	TIGR04091
PROKKA_MOD_PART0_11110	TIGR01943
PROKKA_MOD_PART0_11111	TIGR01944
PROKKA_MOD_PART0_11113	TIGR02348
PROKKA_MOD_PART0_11125	TIGR03417
PROKKA_MOD_PART0_11126	TIGR00900
PROKKA_MOD_PART0_11132	TIGR04046
PROKKA_MOD_PART0_11135	TIGR03564
PROKKA_MOD_PART0_11136	TIGR04316
PROKKA_MOD_PART0_11138	TIGR03903
PROKKA_MOD_PART0_11142	TIGR01818
PROKKA_MOD_PART0_11143	TIGR01096
PROKKA_MOD_PART0_11146	TIGR00336
PROKKA_MOD_PART0_11147	TIGR00857
PROKKA_MOD_PART0_11149	TIGR02911
PROKKA_MOD_PART0_11150	TIGR01037
PROKKA_MOD_PART0_11165	TIGR03724
PROKKA_MOD_PART0_11171	TIGR00080
PROKKA_MOD_PART0_11176	TIGR02631
PROKKA_MOD_PART0_11179	TIGR00588
PROKKA_MOD_PART0_11181	TIGR01090
PROKKA_MOD_PART0_11182	TIGR02393
PROKKA_MOD_PART0_11184	TIGR01091
PROKKA_MOD_PART0_11185	TIGR00706
PROKKA_MOD_PART0_11190	TIGR03448
PROKKA_MOD_PART0_11193	TIGR00744
PROKKA_MOD_PART0_11194	TIGR01358
PROKKA_MOD_PART0_11195	TIGR00711
PROKKA_MOD_PART0_11196	TIGR00794
PROKKA_MOD_PART0_11197	TIGR00900
PROKKA_MOD_PART0_11198	TIGR02337
PROKKA_MOD_PART0_11202	TIGR01575
PROKKA_MOD_PART0_11218	TIGR01694
PROKKA_MOD_PART0_11219	TIGR01533
PROKKA_MOD_PART0_11232	TIGR02224
PROKKA_MOD_PART0_11239	TIGR03107
PROKKA_MOD_PART0_11248	TIGR02037
PROKKA_MOD_PART0_11250	TIGR04285
PROKKA_MOD_PART0_11253	TIGR04265
PROKKA_MOD_PART0_11259	TIGR02436
PROKKA_MOD_PART0_11263	TIGR00209
PROKKA_MOD_PART0_11267	TIGR02951
PROKKA_MOD_PART0_11268	TIGR03026
PROKKA_MOD_PART0_11272	TIGR03381
PROKKA_MOD_PART0_11278	TIGR01830
PROKKA_MOD_PART0_11286	TIGR00996
PROKKA_MOD_PART0_11288	TIGR03921
PROKKA_MOD_PART0_11297	TIGR03423
PROKKA_MOD_PART0_11298	TIGR00197
PROKKA_MOD_PART0_11299	TIGR03007
PROKKA_MOD_PART0_11303	TIGR01242
PROKKA_MOD_PART0_11305	TIGR03145
PROKKA_MOD_PART0_11309	TIGR03081
PROKKA_MOD_PART0_11314	TIGR01736
PROKKA_MOD_PART0_11315	TIGR01737
PROKKA_MOD_PART0_11316	TIGR00081
PROKKA_MOD_PART0_11323	TIGR03436
PROKKA_MOD_PART0_11328	TIGR04144
PROKKA_MOD_PART0_11330	TIGR00302
PROKKA_MOD_PART0_11331	TIGR00928
PROKKA_MOD_PART0_11333	TIGR00576
PROKKA_MOD_PART0_11334	TIGR03591
PROKKA_MOD_PART0_11335	TIGR00952
PROKKA_MOD_PART0_11336	TIGR00431
PROKKA_MOD_PART0_11337	TIGR00082
PROKKA_MOD_PART0_11343	TIGR02141
PROKKA_MOD_PART0_11344	TIGR02141
PROKKA_MOD_PART0_11348	TIGR02370
PROKKA_MOD_PART0_11353	TIGR01743
PROKKA_MOD_PART0_11355	TIGR03467
PROKKA_MOD_PART0_11356	TIGR00374
PROKKA_MOD_PART0_11360	TIGR00276
PROKKA_MOD_PART0_11363	TIGR00089
PROKKA_MOD_PART0_11372	TIGR01186
PROKKA_MOD_PART0_11384	TIGR01229
PROKKA_MOD_PART0_11392	TIGR01933
PROKKA_MOD_PART0_11409	TIGR03177
PROKKA_MOD_PART0_11415	TIGR00757
PROKKA_MOD_PART0_11416	TIGR00988
PROKKA_MOD_PART0_11417	TIGR01084
PROKKA_MOD_PART0_11418	TIGR00621
PROKKA_MOD_PART0_11419	TIGR03520
PROKKA_MOD_PART0_11420	TIGR03512
PROKKA_MOD_PART0_11422	TIGR01769
PROKKA_MOD_PART0_11424	TIGR03921
PROKKA_MOD_PART0_11427	TIGR00092
PROKKA_MOD_PART0_11428	TIGR00232
PROKKA_MOD_PART0_11430	TIGR02937
PROKKA_MOD_PART0_11433	TIGR01225
PROKKA_MOD_PART0_11434	TIGR00442
PROKKA_MOD_PART0_11439	TIGR01793
PROKKA_MOD_PART0_11451	TIGR02937
PROKKA_MOD_PART0_11465	TIGR01682
PROKKA_MOD_PART0_11466	TIGR00581
PROKKA_MOD_PART0_11473	TIGR02227
PROKKA_MOD_PART0_11477	TIGR02032
PROKKA_MOD_PART0_11482	TIGR03210
PROKKA_MOD_PART0_11492	TIGR03418
PROKKA_MOD_PART0_11493	TIGR02466
PROKKA_MOD_PART0_11515	TIGR00018
PROKKA_MOD_PART0_11517	TIGR01957
PROKKA_MOD_PART0_11522	TIGR00493
PROKKA_MOD_PART0_11524	TIGR00521
PROKKA_MOD_PART0_11546	TIGR03466
PROKKA_MOD_PART0_11549	TIGR04183
PROKKA_MOD_PART0_11559	TIGR02749
PROKKA_MOD_PART0_11560	TIGR01770
PROKKA_MOD_PART0_11575	TIGR03989
PROKKA_MOD_PART0_11580	TIGR02154
PROKKA_MOD_PART0_11581	TIGR00229
PROKKA_MOD_PART0_11585	TIGR02199
PROKKA_MOD_PART0_11589	TIGR00229
PROKKA_MOD_PART0_11597	TIGR01133
PROKKA_MOD_PART0_11598	TIGR03300
PROKKA_MOD_PART0_11600	TIGR00663
PROKKA_MOD_PART0_11602	TIGR00364
PROKKA_MOD_PART0_11603	TIGR04349
PROKKA_MOD_PART0_11604	TIGR03367
PROKKA_MOD_PART0_11606	TIGR02729
PROKKA_MOD_PART0_11612	TIGR04131
PROKKA_MOD_PART0_11619	TIGR03553
PROKKA_MOD_PART0_11629	TIGR00418
PROKKA_MOD_PART0_11630	TIGR02294
PROKKA_MOD_PART0_11632	TIGR00202
PROKKA_MOD_PART0_11659	TIGR02469
PROKKA_MOD_PART0_11668	TIGR03417
PROKKA_MOD_PART0_11669	TIGR03417
PROKKA_MOD_PART0_11676	TIGR02933
PROKKA_MOD_PART0_11677	TIGR02730
PROKKA_MOD_PART0_11678	TIGR01063
PROKKA_MOD_PART0_11696	TIGR04046
PROKKA_MOD_PART0_11704	TIGR01292
PROKKA_MOD_PART0_11708	TIGR03088
PROKKA_MOD_PART0_11709	TIGR04256
PROKKA_MOD_PART0_11713	TIGR01923
PROKKA_MOD_PART0_11719	TIGR01943
PROKKA_MOD_PART0_11720	TIGR01948
PROKKA_MOD_PART0_11724	TIGR00762
PROKKA_MOD_PART0_11727	TIGR04039
PROKKA_MOD_PART0_11745	TIGR02191
PROKKA_MOD_PART0_11750	TIGR04183
PROKKA_MOD_PART0_11758	TIGR00008
PROKKA_MOD_PART0_11760	TIGR03631
PROKKA_MOD_PART0_11761	TIGR03632
PROKKA_MOD_PART0_11763	TIGR00343
PROKKA_MOD_PART0_11773	TIGR01444
PROKKA_MOD_PART0_11782	TIGR00843
PROKKA_MOD_PART0_11791	TIGR03534
PROKKA_MOD_PART0_11801	TIGR00266
PROKKA_MOD_PART0_11806	TIGR02915
PROKKA_MOD_PART0_11807	TIGR02966
PROKKA_MOD_PART0_11810	TIGR02875
PROKKA_MOD_PART0_11811	TIGR00229
PROKKA_MOD_PART0_11812	TIGR00229
PROKKA_MOD_PART0_11813	TIGR02966
PROKKA_MOD_PART0_11834	TIGR00464
PROKKA_MOD_PART0_11845	TIGR03598
PROKKA_MOD_PART0_11848	TIGR01930
PROKKA_MOD_PART0_11856	TIGR02369
PROKKA_MOD_PART0_11868	TIGR00042
PROKKA_MOD_PART0_11880	TIGR01830
PROKKA_MOD_PART0_11882	TIGR03339
PROKKA_MOD_PART0_11889	TIGR03584
PROKKA_MOD_PART0_11890	TIGR02933
PROKKA_MOD_PART0_11902	TIGR02394
PROKKA_MOD_PART0_11903	TIGR01163
PROKKA_MOD_PART0_11905	TIGR00437
PROKKA_MOD_PART0_11912	TIGR00258
PROKKA_MOD_PART0_11918	TIGR00048
PROKKA_MOD_PART0_11923	TIGR02303
PROKKA_MOD_PART0_11924	TIGR00691
PROKKA_MOD_PART0_11926	TIGR00377
PROKKA_MOD_PART0_11930	TIGR02203
PROKKA_MOD_PART0_11943	TIGR04256
PROKKA_MOD_PART0_11953	TIGR03193
PROKKA_MOD_PART0_11959	TIGR01979
PROKKA_MOD_PART0_11966	TIGR02533
PROKKA_MOD_PART0_11967	TIGR02120
PROKKA_MOD_PART0_11970	TIGR01830
PROKKA_MOD_PART0_11981	TIGR02427
PROKKA_MOD_PART0_11986	TIGR00027
PROKKA_MOD_PART0_11991	TIGR01191
PROKKA_MOD_PART0_11992	TIGR03141
PROKKA_MOD_PART0_12002	TIGR00567
PROKKA_MOD_PART0_12006	TIGR00996
PROKKA_MOD_PART0_12008	TIGR04316
PROKKA_MOD_PART0_12017	TIGR00056
PROKKA_MOD_PART0_12018	TIGR03265
PROKKA_MOD_PART0_12037	TIGR02802
PROKKA_MOD_PART0_12043	TIGR03339
PROKKA_MOD_PART0_12057	TIGR02966
PROKKA_MOD_PART0_12058	TIGR03028
PROKKA_MOD_PART0_12066	TIGR00401
PROKKA_MOD_PART0_12067	TIGR02618
PROKKA_MOD_PART0_12068	TIGR03004
PROKKA_MOD_PART0_12069	TIGR01096
PROKKA_MOD_PART0_12070	TIGR00456
PROKKA_MOD_PART0_12075	TIGR00069
PROKKA_MOD_PART0_12085	TIGR03217
PROKKA_MOD_PART0_12089	TIGR02801
PROKKA_MOD_PART0_12096	TIGR02212
PROKKA_MOD_PART0_12098	TIGR02232
PROKKA_MOD_PART0_12100	TIGR00999
PROKKA_MOD_PART0_12105	TIGR02211
PROKKA_MOD_PART0_12107	TIGR00676
PROKKA_MOD_PART0_12111	TIGR04048
PROKKA_MOD_PART0_12117	TIGR01316
PROKKA_MOD_PART0_12142	TIGR02717
PROKKA_MOD_PART0_12145	TIGR02824
PROKKA_MOD_PART0_12154	TIGR00950
PROKKA_MOD_PART0_12157	TIGR00260
PROKKA_MOD_PART0_12163	TIGR00056
PROKKA_MOD_PART0_12168	TIGR01844
PROKKA_MOD_PART0_12169	TIGR01730
