PROKKA_MOD_PART0_15686	COG0242
PROKKA_MOD_PART0_15689	COG0084
PROKKA_MOD_PART0_15690	COG0441
PROKKA_MOD_PART0_15691	COG0290
PROKKA_MOD_PART0_15692	COG0291
PROKKA_MOD_PART0_15693	COG0292
PROKKA_MOD_PART0_15694	COG0016
PROKKA_MOD_PART0_15700	COG0443
PROKKA_MOD_PART0_15706	COG0519
PROKKA_MOD_PART0_15708	COG1418
PROKKA_MOD_PART0_15709	COG0035
PROKKA_MOD_PART0_15717	COG1941
PROKKA_MOD_PART0_15741	COG0515
PROKKA_MOD_PART0_15746	COG2301
PROKKA_MOD_PART0_15761	COG0491
PROKKA_MOD_PART0_15764	COG0518
PROKKA_MOD_PART0_15769	COG0193
PROKKA_MOD_PART0_15771	COG0473
PROKKA_MOD_PART0_15775	COG0141
PROKKA_MOD_PART0_15777	COG0756
PROKKA_MOD_PART0_15786	COG3537
PROKKA_MOD_PART0_15791	COG2801
PROKKA_MOD_PART0_15793	COG0346
PROKKA_MOD_PART0_15796	COG1387
PROKKA_MOD_PART0_15802	COG0519
PROKKA_MOD_PART0_15803	COG0622
PROKKA_MOD_PART0_15804	COG0019
PROKKA_MOD_PART0_15805	COG0442
PROKKA_MOD_PART0_15806	COG0124
PROKKA_MOD_PART0_15807	COG0285
PROKKA_MOD_PART0_15817	COG3107
PROKKA_MOD_PART0_15818	COG0792
PROKKA_MOD_PART0_15819	COG0279
PROKKA_MOD_PART0_15821	COG0318
PROKKA_MOD_PART0_15831	COG2197
PROKKA_MOD_PART0_15833	COG1905
PROKKA_MOD_PART0_15836	COG3860
PROKKA_MOD_PART0_15845	COG2897
PROKKA_MOD_PART0_15848	COG0022
PROKKA_MOD_PART0_15852	COG0438
PROKKA_MOD_PART0_15853	COG0110
PROKKA_MOD_PART0_15855	COG3772
PROKKA_MOD_PART0_15860	COG2334
PROKKA_MOD_PART0_15864	COG2814
PROKKA_MOD_PART0_15874	COG0745
PROKKA_MOD_PART0_15875	COG0642
PROKKA_MOD_PART0_15880	COG0492
PROKKA_MOD_PART0_15881	COG0642
PROKKA_MOD_PART0_15887	COG1005
PROKKA_MOD_PART0_15890	COG2929
PROKKA_MOD_PART0_15893	COG1420
PROKKA_MOD_PART0_15898	COG1420
PROKKA_MOD_PART0_15899	COG0576
PROKKA_MOD_PART0_15900	COG0443
PROKKA_MOD_PART0_15905	COG1801
PROKKA_MOD_PART0_15909	COG5505
PROKKA_MOD_PART0_15910	COG0623
PROKKA_MOD_PART0_15911	COG0497
PROKKA_MOD_PART0_15913	COG0452
PROKKA_MOD_PART0_15916	COG4105
PROKKA_MOD_PART0_15917	COG0156
PROKKA_MOD_PART0_15918	COG0492
PROKKA_MOD_PART0_15924	COG1364
PROKKA_MOD_PART0_15925	COG0103
PROKKA_MOD_PART0_15926	COG0102
PROKKA_MOD_PART0_15937	COG0425
PROKKA_MOD_PART0_15938	COG2210
PROKKA_MOD_PART0_15939	COG0123
PROKKA_MOD_PART0_15945	COG1262
PROKKA_MOD_PART0_15949	COG3239
PROKKA_MOD_PART0_15950	COG0377
PROKKA_MOD_PART0_15951	COG0838
PROKKA_MOD_PART0_15952	COG0328
PROKKA_MOD_PART0_15954	COG0334
PROKKA_MOD_PART0_15959	COG0421
PROKKA_MOD_PART0_15960	COG0457
PROKKA_MOD_PART0_15966	COG2207
PROKKA_MOD_PART0_15969	COG1215
PROKKA_MOD_PART0_15973	COG5616
PROKKA_MOD_PART0_15977	COG0601
PROKKA_MOD_PART0_15978	COG1173
PROKKA_MOD_PART0_15981	COG3119
PROKKA_MOD_PART0_15985	COG0116
PROKKA_MOD_PART0_15986	COG0568
PROKKA_MOD_PART0_15988	COG1043
PROKKA_MOD_PART0_15989	COG0611
PROKKA_MOD_PART0_15990	COG2849
PROKKA_MOD_PART0_15999	COG4704
PROKKA_MOD_PART0_16005	COG0320
PROKKA_MOD_PART0_16008	COG1538
PROKKA_MOD_PART0_16015	COG1598
PROKKA_MOD_PART0_16017	COG1932
PROKKA_MOD_PART0_16018	COG1607
PROKKA_MOD_PART0_16019	COG1032
PROKKA_MOD_PART0_16020	COG2863
PROKKA_MOD_PART0_16021	COG2239
PROKKA_MOD_PART0_16022	COG0534
PROKKA_MOD_PART0_16023	COG2141
PROKKA_MOD_PART0_16024	COG3533
PROKKA_MOD_PART0_16026	COG0717
PROKKA_MOD_PART0_16027	COG0750
PROKKA_MOD_PART0_16028	COG0215
PROKKA_MOD_PART0_16034	COG0664
PROKKA_MOD_PART0_16041	COG2002
PROKKA_MOD_PART0_16046	COG2442
PROKKA_MOD_PART0_16048	COG0793
PROKKA_MOD_PART0_16056	COG2220
PROKKA_MOD_PART0_16057	COG0816
PROKKA_MOD_PART0_16061	COG1071
PROKKA_MOD_PART0_16062	COG0022
PROKKA_MOD_PART0_16078	COG1012
PROKKA_MOD_PART0_16079	COG1357
PROKKA_MOD_PART0_16080	COG1551
PROKKA_MOD_PART0_16095	COG0703
PROKKA_MOD_PART0_16097	COG0444
PROKKA_MOD_PART0_16101	COG1430
PROKKA_MOD_PART0_16102	COG1872
PROKKA_MOD_PART0_16103	COG3536
PROKKA_MOD_PART0_16105	COG1520
PROKKA_MOD_PART0_16107	COG2403
PROKKA_MOD_PART0_16114	COG4719
PROKKA_MOD_PART0_16116	COG0771
PROKKA_MOD_PART0_16117	COG1351
PROKKA_MOD_PART0_16122	COG4974
PROKKA_MOD_PART0_16123	COG0509
PROKKA_MOD_PART0_16126	COG0204
PROKKA_MOD_PART0_16133	COG3616
PROKKA_MOD_PART0_16134	COG1902
PROKKA_MOD_PART0_16135	COG2199
PROKKA_MOD_PART0_16136	COG0397
PROKKA_MOD_PART0_16140	COG1566
PROKKA_MOD_PART0_16141	COG1596
PROKKA_MOD_PART0_16145	COG1012
PROKKA_MOD_PART0_16147	COG0084
PROKKA_MOD_PART0_16148	COG0483
PROKKA_MOD_PART0_16152	COG0118
PROKKA_MOD_PART0_16153	COG0820
PROKKA_MOD_PART0_16154	COG0058
PROKKA_MOD_PART0_16161	COG0386
PROKKA_MOD_PART0_16162	COG0242
PROKKA_MOD_PART0_16164	COG1143
PROKKA_MOD_PART0_16165	COG0649
PROKKA_MOD_PART0_16166	COG0377
PROKKA_MOD_PART0_16167	COG3608
PROKKA_MOD_PART0_16173	COG2256
PROKKA_MOD_PART0_16174	COG2834
PROKKA_MOD_PART0_16175	COG0744
PROKKA_MOD_PART0_16180	COG1327
PROKKA_MOD_PART0_16181	COG0441
PROKKA_MOD_PART0_16182	COG0173
PROKKA_MOD_PART0_16186	COG0644
PROKKA_MOD_PART0_16191	COG4214
PROKKA_MOD_PART0_16192	COG4213
PROKKA_MOD_PART0_16193	COG1940
PROKKA_MOD_PART0_16205	COG0667
PROKKA_MOD_PART0_16207	COG0204
PROKKA_MOD_PART0_16208	COG1597
PROKKA_MOD_PART0_16212	COG0438
PROKKA_MOD_PART0_16218	COG2116
PROKKA_MOD_PART0_16219	COG2203
PROKKA_MOD_PART0_16220	COG4868
PROKKA_MOD_PART0_16221	COG0174
PROKKA_MOD_PART0_16228	COG2041
PROKKA_MOD_PART0_16229	COG1846
PROKKA_MOD_PART0_16233	COG1449
PROKKA_MOD_PART0_16234	COG0438
PROKKA_MOD_PART0_16238	COG0159
PROKKA_MOD_PART0_16239	COG0133
PROKKA_MOD_PART0_16240	COG0135
PROKKA_MOD_PART0_16241	COG0547
PROKKA_MOD_PART0_16242	COG0512
PROKKA_MOD_PART0_16243	COG0147
PROKKA_MOD_PART0_16245	COG3291
PROKKA_MOD_PART0_16247	COG0730
PROKKA_MOD_PART0_16250	COG2064
PROKKA_MOD_PART0_16251	COG3808
PROKKA_MOD_PART0_16255	COG0745
PROKKA_MOD_PART0_16263	COG1669
PROKKA_MOD_PART0_16264	COG1082
PROKKA_MOD_PART0_16271	COG2001
PROKKA_MOD_PART0_16272	COG0265
PROKKA_MOD_PART0_16275	COG0683
PROKKA_MOD_PART0_16276	COG0784
PROKKA_MOD_PART0_16291	COG2801
PROKKA_MOD_PART0_16293	COG2929
PROKKA_MOD_PART0_16298	COG2192
PROKKA_MOD_PART0_16304	COG1574
PROKKA_MOD_PART0_16305	COG3422
PROKKA_MOD_PART0_16308	COG1898
PROKKA_MOD_PART0_16316	COG3292
PROKKA_MOD_PART0_16318	COG0491
PROKKA_MOD_PART0_16319	COG0730
PROKKA_MOD_PART0_16322	COG3842
PROKKA_MOD_PART0_16325	COG1205
PROKKA_MOD_PART0_16329	COG1173
PROKKA_MOD_PART0_16330	COG0601
PROKKA_MOD_PART0_16338	COG5394
PROKKA_MOD_PART0_16346	COG0034
PROKKA_MOD_PART0_16347	COG1921
PROKKA_MOD_PART0_16348	COG3222
PROKKA_MOD_PART0_16351	COG2331
PROKKA_MOD_PART0_16354	COG0793
PROKKA_MOD_PART0_16357	COG3215
PROKKA_MOD_PART0_16358	COG3315
PROKKA_MOD_PART0_16360	COG1136
PROKKA_MOD_PART0_16361	COG0028
PROKKA_MOD_PART0_16375	COG2226
PROKKA_MOD_PART0_16377	COG1595
PROKKA_MOD_PART0_16380	COG0491
PROKKA_MOD_PART0_16383	COG0451
PROKKA_MOD_PART0_16384	COG1475
PROKKA_MOD_PART0_16385	COG0747
PROKKA_MOD_PART0_16386	COG0601
PROKKA_MOD_PART0_16387	COG1173
PROKKA_MOD_PART0_16388	COG0444
PROKKA_MOD_PART0_16389	COG1124
PROKKA_MOD_PART0_16390	COG1028
PROKKA_MOD_PART0_16391	COG3608
PROKKA_MOD_PART0_16392	COG0498
PROKKA_MOD_PART0_16393	COG5285
PROKKA_MOD_PART0_16395	COG0765
PROKKA_MOD_PART0_16406	COG0438
PROKKA_MOD_PART0_16412	COG0646
PROKKA_MOD_PART0_16413	COG0625
PROKKA_MOD_PART0_16416	COG1014
PROKKA_MOD_PART0_16418	COG4977
PROKKA_MOD_PART0_16426	COG2202
PROKKA_MOD_PART0_16428	COG1449
PROKKA_MOD_PART0_16436	COG3669
PROKKA_MOD_PART0_16441	COG0463
PROKKA_MOD_PART0_16443	COG3547
PROKKA_MOD_PART0_16449	COG1247
PROKKA_MOD_PART0_16451	COG1573
PROKKA_MOD_PART0_16452	COG0457
PROKKA_MOD_PART0_16453	COG2217
PROKKA_MOD_PART0_16458	COG0626
PROKKA_MOD_PART0_16460	COG1664
PROKKA_MOD_PART0_16461	COG2336
PROKKA_MOD_PART0_16462	COG2153
PROKKA_MOD_PART0_16463	COG4319
PROKKA_MOD_PART0_16465	COG1012
PROKKA_MOD_PART0_16468	COG2114
PROKKA_MOD_PART0_16472	COG0515
PROKKA_MOD_PART0_16488	COG2124
PROKKA_MOD_PART0_16494	COG0787
PROKKA_MOD_PART0_16496	COG3791
PROKKA_MOD_PART0_16499	COG2870
PROKKA_MOD_PART0_16500	COG4319
PROKKA_MOD_PART0_16506	COG0860
PROKKA_MOD_PART0_16512	COG0040
PROKKA_MOD_PART0_16513	COG0139
PROKKA_MOD_PART0_16515	COG0603
PROKKA_MOD_PART0_16516	COG0792
PROKKA_MOD_PART0_16517	COG0335
PROKKA_MOD_PART0_16518	COG0336
PROKKA_MOD_PART0_16519	COG0228
PROKKA_MOD_PART0_16520	COG0541
PROKKA_MOD_PART0_16521	COG1232
PROKKA_MOD_PART0_16522	COG0644
PROKKA_MOD_PART0_16536	COG0531
PROKKA_MOD_PART0_16538	COG3669
PROKKA_MOD_PART0_16547	COG2135
PROKKA_MOD_PART0_16557	COG2220
PROKKA_MOD_PART0_16559	COG3239
PROKKA_MOD_PART0_16563	COG4585
PROKKA_MOD_PART0_16570	COG0439
PROKKA_MOD_PART0_16571	COG0309
PROKKA_MOD_PART0_16572	COG1985
PROKKA_MOD_PART0_16583	COG0802
PROKKA_MOD_PART0_16584	COG0063
PROKKA_MOD_PART0_16586	COG0044
PROKKA_MOD_PART0_16587	COG1322
PROKKA_MOD_PART0_16589	COG0225
PROKKA_MOD_PART0_16590	COG0229
PROKKA_MOD_PART0_16599	COG2067
PROKKA_MOD_PART0_16600	COG0425
PROKKA_MOD_PART0_16601	COG2210
PROKKA_MOD_PART0_16603	COG0642
PROKKA_MOD_PART0_16604	COG0784
PROKKA_MOD_PART0_16605	COG0641
PROKKA_MOD_PART0_16613	COG1779
PROKKA_MOD_PART0_16616	COG0554
PROKKA_MOD_PART0_16620	COG1409
PROKKA_MOD_PART0_16621	COG1943
PROKKA_MOD_PART0_16627	COG0388
PROKKA_MOD_PART0_16631	COG0039
PROKKA_MOD_PART0_16636	COG0491
PROKKA_MOD_PART0_16647	COG0563
PROKKA_MOD_PART0_16650	COG0642
PROKKA_MOD_PART0_16652	COG0313
PROKKA_MOD_PART0_16654	COG2826
PROKKA_MOD_PART0_16659	COG1117
PROKKA_MOD_PART0_16660	COG0581
PROKKA_MOD_PART0_16666	COG3536
PROKKA_MOD_PART0_16668	COG3119
PROKKA_MOD_PART0_16674	COG4974
PROKKA_MOD_PART0_16679	COG2120
PROKKA_MOD_PART0_16681	COG1704
PROKKA_MOD_PART0_16682	COG0438
PROKKA_MOD_PART0_16684	COG1506
PROKKA_MOD_PART0_16685	COG0601
PROKKA_MOD_PART0_16688	COG2227
PROKKA_MOD_PART0_16704	COG0146
PROKKA_MOD_PART0_16712	COG0515
PROKKA_MOD_PART0_16720	COG0784
PROKKA_MOD_PART0_16723	COG1278
PROKKA_MOD_PART0_16730	COG0725
PROKKA_MOD_PART0_16733	COG1703
PROKKA_MOD_PART0_16734	COG0805
PROKKA_MOD_PART0_16735	COG0142
PROKKA_MOD_PART0_16738	COG2133
PROKKA_MOD_PART0_16746	COG0472
PROKKA_MOD_PART0_16751	COG2804
PROKKA_MOD_PART0_16754	COG0236
PROKKA_MOD_PART0_16759	COG2303
PROKKA_MOD_PART0_16765	COG0251
PROKKA_MOD_PART0_16776	COG1527
PROKKA_MOD_PART0_16779	COG1477
PROKKA_MOD_PART0_16782	COG4657
PROKKA_MOD_PART0_16785	COG2050
PROKKA_MOD_PART0_16786	COG0717
PROKKA_MOD_PART0_16791	COG1228
PROKKA_MOD_PART0_16792	COG0755
PROKKA_MOD_PART0_16796	COG0749
PROKKA_MOD_PART0_16805	COG3164
PROKKA_MOD_PART0_16807	COG2069
PROKKA_MOD_PART0_16809	COG0438
PROKKA_MOD_PART0_16811	COG0389
PROKKA_MOD_PART0_16817	COG2204
PROKKA_MOD_PART0_16818	COG1280
PROKKA_MOD_PART0_16819	COG0778
PROKKA_MOD_PART0_16820	COG1211
PROKKA_MOD_PART0_16826	COG0463
PROKKA_MOD_PART0_16828	COG3324
PROKKA_MOD_PART0_16835	COG0007
PROKKA_MOD_PART0_16836	COG0031
PROKKA_MOD_PART0_16838	COG0181
PROKKA_MOD_PART0_16839	COG0113
PROKKA_MOD_PART0_16840	COG0001
PROKKA_MOD_PART0_16841	COG1278
PROKKA_MOD_PART0_16843	COG0346
PROKKA_MOD_PART0_16848	COG0223
PROKKA_MOD_PART0_16849	COG0242
PROKKA_MOD_PART0_16850	COG1974
PROKKA_MOD_PART0_16854	COG5530
PROKKA_MOD_PART0_16857	COG2804
PROKKA_MOD_PART0_16859	COG0784
PROKKA_MOD_PART0_16864	COG4974
PROKKA_MOD_PART0_16866	COG3386
PROKKA_MOD_PART0_16867	COG2141
PROKKA_MOD_PART0_16869	COG4977
PROKKA_MOD_PART0_16872	COG0596
PROKKA_MOD_PART0_16874	COG0304
PROKKA_MOD_PART0_16875	COG1028
PROKKA_MOD_PART0_16876	COG4706
PROKKA_MOD_PART0_16877	COG0824
PROKKA_MOD_PART0_16878	COG4261
PROKKA_MOD_PART0_16879	COG0463
PROKKA_MOD_PART0_16880	COG0764
PROKKA_MOD_PART0_16881	COG4648
PROKKA_MOD_PART0_16882	COG0236
PROKKA_MOD_PART0_16883	COG0204
PROKKA_MOD_PART0_16884	COG2091
PROKKA_MOD_PART0_16885	COG0304
PROKKA_MOD_PART0_16887	COG4258
PROKKA_MOD_PART0_16889	COG0365
PROKKA_MOD_PART0_16891	COG0644
PROKKA_MOD_PART0_16897	COG0212
PROKKA_MOD_PART0_16906	COG2182
PROKKA_MOD_PART0_16914	COG0270
PROKKA_MOD_PART0_16915	COG0433
PROKKA_MOD_PART0_16916	COG4118
PROKKA_MOD_PART0_16917	COG3744
PROKKA_MOD_PART0_16923	COG2346
PROKKA_MOD_PART0_16940	COG0444
PROKKA_MOD_PART0_16944	COG0436
PROKKA_MOD_PART0_16955	COG3631
PROKKA_MOD_PART0_16958	COG4584
PROKKA_MOD_PART0_16960	COG0668
PROKKA_MOD_PART0_16965	COG0103
PROKKA_MOD_PART0_16972	COG0593
PROKKA_MOD_PART0_16974	COG1004
PROKKA_MOD_PART0_16981	COG1209
PROKKA_MOD_PART0_16983	COG1506
PROKKA_MOD_PART0_16984	COG1359
PROKKA_MOD_PART0_16985	COG1629
PROKKA_MOD_PART0_17000	COG2382
PROKKA_MOD_PART0_17001	COG0111
PROKKA_MOD_PART0_17002	COG1797
PROKKA_MOD_PART0_17015	COG0618
PROKKA_MOD_PART0_17017	COG3199
PROKKA_MOD_PART0_17023	COG4313
PROKKA_MOD_PART0_17025	COG3065
PROKKA_MOD_PART0_17028	COG1462
PROKKA_MOD_PART0_17038	COG0406
PROKKA_MOD_PART0_17039	COG1765
PROKKA_MOD_PART0_17045	COG2220
PROKKA_MOD_PART0_17046	COG0625
PROKKA_MOD_PART0_17050	COG1186
PROKKA_MOD_PART0_17067	COG0583
PROKKA_MOD_PART0_17074	COG1825
PROKKA_MOD_PART0_17075	COG0193
PROKKA_MOD_PART0_17076	COG0012
PROKKA_MOD_PART0_17079	COG1806
PROKKA_MOD_PART0_17080	COG4188
PROKKA_MOD_PART0_17083	COG4948
PROKKA_MOD_PART0_17096	COG0768
PROKKA_MOD_PART0_17097	COG2220
PROKKA_MOD_PART0_17102	COG2967
PROKKA_MOD_PART0_17104	COG4826
PROKKA_MOD_PART0_17119	COG0695
PROKKA_MOD_PART0_17123	COG0633
PROKKA_MOD_PART0_17124	COG2975
PROKKA_MOD_PART0_17127	COG2801
PROKKA_MOD_PART0_17130	COG0476
PROKKA_MOD_PART0_17131	COG0315
PROKKA_MOD_PART0_17136	COG2175
PROKKA_MOD_PART0_17138	COG1950
PROKKA_MOD_PART0_17143	COG0463
PROKKA_MOD_PART0_17144	COG3246
PROKKA_MOD_PART0_17151	COG0162
PROKKA_MOD_PART0_17160	COG3119
PROKKA_MOD_PART0_17170	COG0667
PROKKA_MOD_PART0_17181	COG2070
PROKKA_MOD_PART0_17192	COG0565
PROKKA_MOD_PART0_17193	COG0596
PROKKA_MOD_PART0_17194	COG3467
PROKKA_MOD_PART0_17195	COG3695
PROKKA_MOD_PART0_17197	COG0526
PROKKA_MOD_PART0_17198	COG0627
PROKKA_MOD_PART0_17199	COG1062
PROKKA_MOD_PART0_17201	COG3461
PROKKA_MOD_PART0_17202	COG0668
PROKKA_MOD_PART0_17204	COG1028
PROKKA_MOD_PART0_17207	COG0840
PROKKA_MOD_PART0_17208	COG0835
PROKKA_MOD_PART0_17209	COG2870
PROKKA_MOD_PART0_17210	COG5616
PROKKA_MOD_PART0_17211	COG0665
PROKKA_MOD_PART0_17212	COG0076
PROKKA_MOD_PART0_17214	COG3603
PROKKA_MOD_PART0_17216	COG0456
PROKKA_MOD_PART0_17217	COG1181
PROKKA_MOD_PART0_17218	COG1181
PROKKA_MOD_PART0_17219	COG0747
PROKKA_MOD_PART0_17220	COG0463
PROKKA_MOD_PART0_17225	COG1004
PROKKA_MOD_PART0_17231	COG1305
PROKKA_MOD_PART0_17233	COG0769
PROKKA_MOD_PART0_17238	COG2141
PROKKA_MOD_PART0_17240	COG0638
PROKKA_MOD_PART0_17247	COG2220
PROKKA_MOD_PART0_17249	COG1225
PROKKA_MOD_PART0_17250	COG0526
PROKKA_MOD_PART0_17251	COG0216
PROKKA_MOD_PART0_17252	COG0254
PROKKA_MOD_PART0_17253	COG1158
PROKKA_MOD_PART0_17254	COG0237
PROKKA_MOD_PART0_17255	COG0617
PROKKA_MOD_PART0_17256	COG0563
PROKKA_MOD_PART0_17258	COG0285
PROKKA_MOD_PART0_17262	COG0188
PROKKA_MOD_PART0_17277	COG5616
PROKKA_MOD_PART0_17286	COG1131
PROKKA_MOD_PART0_17287	COG0842
PROKKA_MOD_PART0_17288	COG1595
PROKKA_MOD_PART0_17289	COG2220
PROKKA_MOD_PART0_17293	COG2170
PROKKA_MOD_PART0_17294	COG1830
PROKKA_MOD_PART0_17295	COG1525
PROKKA_MOD_PART0_17297	COG1551
PROKKA_MOD_PART0_17306	COG0148
PROKKA_MOD_PART0_17308	COG4948
PROKKA_MOD_PART0_17310	COG0821
PROKKA_MOD_PART0_17312	COG0174
PROKKA_MOD_PART0_17314	COG3791
PROKKA_MOD_PART0_17315	COG4185
PROKKA_MOD_PART0_17329	COG1459
PROKKA_MOD_PART0_17330	COG1160
PROKKA_MOD_PART0_17340	COG1045
PROKKA_MOD_PART0_17342	COG1960
PROKKA_MOD_PART0_17343	COG1211
PROKKA_MOD_PART0_17344	COG0245
PROKKA_MOD_PART0_17348	COG1379
PROKKA_MOD_PART0_17349	COG3386
PROKKA_MOD_PART0_17352	COG0112
PROKKA_MOD_PART0_17353	COG2131
PROKKA_MOD_PART0_17354	COG1327
PROKKA_MOD_PART0_17373	COG0218
PROKKA_MOD_PART0_17374	COG3536
PROKKA_MOD_PART0_17375	COG1466
PROKKA_MOD_PART0_17376	COG0188
PROKKA_MOD_PART0_17377	COG0681
PROKKA_MOD_PART0_17378	COG0697
PROKKA_MOD_PART0_17379	COG0763
PROKKA_MOD_PART0_17380	COG2518
PROKKA_MOD_PART0_17381	COG0697
PROKKA_MOD_PART0_17388	COG0673
PROKKA_MOD_PART0_17406	COG4976
PROKKA_MOD_PART0_17408	COG1211
PROKKA_MOD_PART0_17411	COG0607
PROKKA_MOD_PART0_17421	COG0670
PROKKA_MOD_PART0_17427	COG4731
PROKKA_MOD_PART0_17428	COG1309
PROKKA_MOD_PART0_17431	COG2264
PROKKA_MOD_PART0_17434	COG1225
PROKKA_MOD_PART0_17436	COG1960
PROKKA_MOD_PART0_17437	COG2863
PROKKA_MOD_PART0_17438	COG2813
PROKKA_MOD_PART0_17450	COG0379
PROKKA_MOD_PART0_17456	COG0863
PROKKA_MOD_PART0_17459	COG2103
PROKKA_MOD_PART0_17460	COG1193
PROKKA_MOD_PART0_17474	COG0737
PROKKA_MOD_PART0_17477	COG0681
PROKKA_MOD_PART0_17478	COG0274
PROKKA_MOD_PART0_17480	COG0493
PROKKA_MOD_PART0_17491	COG1120
PROKKA_MOD_PART0_17492	COG2129
PROKKA_MOD_PART0_17501	COG4959
PROKKA_MOD_PART0_17502	COG3313
PROKKA_MOD_PART0_17509	COG1102
PROKKA_MOD_PART0_17510	COG1102
PROKKA_MOD_PART0_17512	COG0747
PROKKA_MOD_PART0_17515	COG0784
PROKKA_MOD_PART0_17526	COG0546
PROKKA_MOD_PART0_17528	COG0389
PROKKA_MOD_PART0_17534	COG0770
PROKKA_MOD_PART0_17538	COG0799
PROKKA_MOD_PART0_17543	COG0318
PROKKA_MOD_PART0_17545	COG1903
PROKKA_MOD_PART0_17547	COG0745
PROKKA_MOD_PART0_17549	COG0370
PROKKA_MOD_PART0_17554	COG0641
PROKKA_MOD_PART0_17556	COG0347
PROKKA_MOD_PART0_17559	COG1476
PROKKA_MOD_PART0_17570	COG1925
PROKKA_MOD_PART0_17586	COG0188
PROKKA_MOD_PART0_17587	COG0229
PROKKA_MOD_PART0_17589	COG1209
PROKKA_MOD_PART0_17591	COG0436
PROKKA_MOD_PART0_17595	COG1551
PROKKA_MOD_PART0_17599	COG1506
PROKKA_MOD_PART0_17609	COG0212
PROKKA_MOD_PART0_17611	COG0426
PROKKA_MOD_PART0_17612	COG1853
PROKKA_MOD_PART0_17613	COG3011
PROKKA_MOD_PART0_17618	COG2271
PROKKA_MOD_PART0_17621	COG0778
PROKKA_MOD_PART0_17628	COG1589
PROKKA_MOD_PART0_17632	COG3324
PROKKA_MOD_PART0_17633	COG1262
PROKKA_MOD_PART0_17636	COG2764
PROKKA_MOD_PART0_17640	COG3797
PROKKA_MOD_PART0_17642	COG0517
PROKKA_MOD_PART0_17645	COG0177
PROKKA_MOD_PART0_17646	COG0635
PROKKA_MOD_PART0_17647	COG3011
PROKKA_MOD_PART0_17649	COG3000
PROKKA_MOD_PART0_17653	COG0692
PROKKA_MOD_PART0_17659	COG1262
PROKKA_MOD_PART0_17667	COG2010
PROKKA_MOD_PART0_17668	COG4301
PROKKA_MOD_PART0_17675	COG2442
PROKKA_MOD_PART0_17683	COG0840
PROKKA_MOD_PART0_17689	COG1633
PROKKA_MOD_PART0_17693	COG3677
PROKKA_MOD_PART0_17694	COG1918
PROKKA_MOD_PART0_17697	COG1141
PROKKA_MOD_PART0_17700	COG0036
PROKKA_MOD_PART0_17704	COG4992
PROKKA_MOD_PART0_17705	COG0078
PROKKA_MOD_PART0_17706	COG0548
PROKKA_MOD_PART0_17709	COG4453
PROKKA_MOD_PART0_17715	COG1028
PROKKA_MOD_PART0_17721	COG0536
PROKKA_MOD_PART0_17722	COG0758
PROKKA_MOD_PART0_17723	COG1925
PROKKA_MOD_PART0_17724	COG1080
PROKKA_MOD_PART0_17725	COG0166
PROKKA_MOD_PART0_17728	COG4222
PROKKA_MOD_PART0_17730	COG4113
PROKKA_MOD_PART0_17732	COG1262
PROKKA_MOD_PART0_17740	COG2020
PROKKA_MOD_PART0_17743	COG1215
PROKKA_MOD_PART0_17745	COG0571
PROKKA_MOD_PART0_17748	COG1232
PROKKA_MOD_PART0_17749	COG0172
PROKKA_MOD_PART0_17756	COG0698
PROKKA_MOD_PART0_17763	COG0745
PROKKA_MOD_PART0_17766	COG0683
PROKKA_MOD_PART0_17767	COG0596
PROKKA_MOD_PART0_17768	COG0318
PROKKA_MOD_PART0_17769	COG0703
PROKKA_MOD_PART0_17773	COG0617
PROKKA_MOD_PART0_17782	COG4177
PROKKA_MOD_PART0_17787	COG1484
PROKKA_MOD_PART0_17790	COG0554
PROKKA_MOD_PART0_17791	COG0598
PROKKA_MOD_PART0_17793	COG2502
PROKKA_MOD_PART0_17798	COG3829
PROKKA_MOD_PART0_17799	COG1199
PROKKA_MOD_PART0_17814	COG2070
PROKKA_MOD_PART0_17816	COG0789
PROKKA_MOD_PART0_17824	COG1028
PROKKA_MOD_PART0_17834	COG0081
PROKKA_MOD_PART0_17835	COG2805
PROKKA_MOD_PART0_17836	COG0617
PROKKA_MOD_PART0_17837	COG0845
PROKKA_MOD_PART0_17838	COG1136
PROKKA_MOD_PART0_17839	COG0577
PROKKA_MOD_PART0_17840	COG0577
PROKKA_MOD_PART0_17841	COG0358
PROKKA_MOD_PART0_17845	COG2814
PROKKA_MOD_PART0_17848	COG0162
PROKKA_MOD_PART0_17849	COG0626
PROKKA_MOD_PART0_17850	COG0703
PROKKA_MOD_PART0_17856	COG0250
PROKKA_MOD_PART0_17868	COG0823
PROKKA_MOD_PART0_17871	COG1545
PROKKA_MOD_PART0_17872	COG0183
PROKKA_MOD_PART0_17877	COG1596
PROKKA_MOD_PART0_17879	COG3119
PROKKA_MOD_PART0_17880	COG0642
PROKKA_MOD_PART0_17882	COG0367
PROKKA_MOD_PART0_17887	COG0644
PROKKA_MOD_PART0_17888	COG4137
PROKKA_MOD_PART0_17889	COG0541
PROKKA_MOD_PART0_17890	COG3211
PROKKA_MOD_PART0_17891	COG0228
PROKKA_MOD_PART0_17892	COG0606
PROKKA_MOD_PART0_17893	COG2960
PROKKA_MOD_PART0_17895	COG0643
PROKKA_MOD_PART0_17899	COG5304
PROKKA_MOD_PART0_17903	COG1217
PROKKA_MOD_PART0_17912	COG0861
