Id	Name	Description
PF11680	DUF3276	Protein of unknown function (DUF3276)
PF11681	DUF3277	Protein of unknown function (DUF3277)
PF11684	DUF3280	Protein of unknown function (DUF2380)
PF11688	DUF3285	Protein of unknown function (DUF3285)
PF11691	DUF3288	Protein of unknown function (DUF3288)
PF11695	DUF3291	Domain of unknown function (DUF3291)
PF11697	DUF3293	Protein of unknown function (DUF3293)
PF11698	V-ATPase_H_C	V-ATPase subunit H
PF11699	CENP-C_C	Mif2/CENP-C like
PF11700	ATG22	Vacuole effluxer Atg22 like
PF11701	UNC45-central	Myosin-binding striated muscle assembly central
PF11704	Folliculin	Vesicle coat protein involved in Golgi to plasma membrane transport
PF11705	RNA_pol_3_Rpc31	DNA-directed RNA polymerase III subunit Rpc31
PF11706	zf-CGNR	CGNR zinc finger
PF11707	Npa1	Ribosome 60S biogenesis N-terminal
PF11708	Slu7	Pre-mRNA splicing Prp18-interacting factor
PF11710	Git3	G protein-coupled glucose receptor regulating Gpa2
PF11712	Vma12	Endoplasmic reticulum-based factor for assembly of V-ATPase
PF11715	Nup160	Nucleoporin Nup120/160
PF11716	MDMPI_N	Mycothiol maleylpyruvate isomerase N-terminal domain
PF11717	Tudor-knot	RNA binding activity-knot of a chromodomain 
PF11718	CPSF73-100_C	Pre-mRNA 3'-end-processing endonuclease polyadenylation factor C-term
PF11719	Drc1-Sld2	DNA replication and checkpoint protein
PF11720	Inhibitor_I78	Peptidase inhibitor I78 family
PF11721	Malectin	Di-glucose binding within endoplasmic reticulum
PF11722	zf-TRM13_CCCH	CCCH zinc finger in TRM13 protein
PF11723	Aromatic_hydrox	Homotrimeric ring hydroxylase
PF11725	AvrE	Pathogenicity factor
PF11726	Inovirus_Gp2	Inovirus Gp2
PF11727	ISG65-75	Invariant surface glycoprotein
PF11728	ArAE_1_C	Putative aromatic acid exporter C-terminal domain
PF11730	DUF3297	Protein of unknown function (DUF3297)
PF11731	Cdd1	Pathogenicity locus
PF11732	Thoc2	Transcription- and export-related complex subunit
PF11734	TilS_C	TilS substrate C-terminal domain
PF11735	CAP59_mtransfer	Cryptococcal mannosyltransferase 1 
PF11736	DUF3299	Protein of unknown function (DUF3299)
PF11737	DUF3300	Protein of unknown function (DUF3300)
PF11738	DUF3298	Protein of unknown function (DUF3298)
PF11739	DctA-YdbH	Dicarboxylate transport
PF11740	KfrA_N	Plasmid replication region DNA-binding N-term
PF11741	AMIN	AMIN domain
PF11742	DUF3302	Protein of unknown function (DUF3302)
PF11743	DUF3301	Protein of unknown function (DUF3301)
PF11744	ALMT	Aluminium activated malate transporter
PF11745	DUF3304	Protein of unknown function (DUF3304)
PF11746	DUF3303	Protein of unknown function (DUF3303)
PF11747	RebB	Killing trait
PF11748	DUF3306	Protein of unknown function (DUF3306)
PF11749	DUF3305	Protein of unknown function (DUF3305)
PF11750	DUF3307	Protein of unknown function (DUF3307)
PF11751	PorP_SprF	Type IX secretion system membrane protein PorP/SprF
PF11752	DUF3309	Protein of unknown function (DUF3309)
PF11753	DUF3310	Protein of unknwon function (DUF3310)
PF11755	DUF3311	Protein of unknown function (DUF3311)
PF11756	YgbA_NO	Nitrous oxide-stimulated promoter
PF11759	KRTAP	Keratin-associated matrix
PF11760	CbiG_N	Cobalamin synthesis G N-terminal
PF11761	CbiG_mid	Cobalamin biosynthesis central region
PF11762	Arabinose_Iso_C	L-arabinose isomerase C-terminal domain
PF11764	N-SET	COMPASS (Complex proteins associated with Set1p) component N
PF11765	Hyphal_reg_CWP	Hyphally regulated cell wall protein N-terminal
PF11768	Frtz	WD repeat-containing and planar cell polarity effector protein Fritz
PF11769	DUF3313	Protein of unknown function (DUF3313)
PF11770	GAPT	GRB2-binding adapter (GAPT)
PF11772	EpuA	DNA-directed RNA polymerase subunit beta
PF11774	Lsr2	Lsr2 
PF11775	CobT_C	Cobalamin biosynthesis protein CobT VWA domain
PF11776	RcnB	Nickel/cobalt transporter regulator
PF11779	SPT_ssu-like	Small subunit of serine palmitoyltransferase-like
PF11780	DUF3318	Protein of unknown function (DUF3318)
PF11781	zf-RRN7	Zinc-finger of RNA-polymerase I-specific TFIIB, Rrn7
PF11782	DUF3319	Protein of unknown function (DUF3319)
PF11783	Cytochrome_cB	Cytochrome c bacterial
PF11784	DUF3320	Protein of unknown function (DUF3320)
PF11788	MRP-L46	39S mitochondrial ribosomal protein L46 
PF11789	zf-Nse	Zinc-finger of the MIZ type in Nse subunit
PF11790	Glyco_hydro_cc	Glycosyl hydrolase catalytic core
PF11791	Aconitase_B_N	Aconitate B N-terminal domain
PF11793	FANCL_C	FANCL C-terminal domain
PF11794	HpaB_N	4-hydroxyphenylacetate 3-hydroxylase N terminal
PF11795	DUF3322	Uncharacterized protein conserved in bacteria N-term (DUF3322)
PF11796	DUF3323	Protein of unknown function N-terminus (DUF3323)
PF11797	DUF3324	Protein of unknown function C-terminal (DUF3324)
PF11798	IMS_HHH	IMS family HHH motif
PF11799	IMS_C	impB/mucB/samB family C-terminal domain
PF11800	RP-C_C	Replication protein C C-terminal region
PF11802	CENP-K	Centromere-associated protein K
PF11804	DUF3325	Protein of unknown function (DUF3325)
PF11805	DUF3326	Protein of unknown function (DUF3326)
PF11808	DUF3329	Domain of unknown function (DUF3329)
PF11809	DUF3330	Domain of unknown function (DUF3330)
PF11810	DUF3332	Domain of unknown function (DUF3332)
PF11812	DUF3333	Domain of unknown function (DUF3333)
PF11813	DUF3334	Protein of unknown function (DUF3334)
PF11814	DUF3335	Peptidase_C39 like family
PF11815	DUF3336	Domain of unknown function (DUF3336)
PF11816	DUF3337	Domain of unknown function (DUF3337)
PF11817	Foie-gras_1	Foie gras liver health family 1
PF11818	DUF3340	C-terminal domain of tail specific protease (DUF3340)
PF11819	DUF3338	Domain of unknown function (DUF3338)
PF11820	DUF3339	Protein of unknown function (DUF3339)
PF11821	DUF3341	Protein of unknown function (DUF3341)
PF11822	DUF3342	Domain of unknown function (DUF3342)
PF11823	DUF3343	Protein of unknown function (DUF3343)
PF11824	DUF3344	Protein of unknown function (DUF3344)
PF11827	DUF3347	Protein of unknown function (DUF3347)
PF11828	DUF3348	Protein of unknown function (DUF3348)
PF11829	DUF3349	Protein of unknown function (DUF3349)
PF11831	Myb_Cef	pre-mRNA splicing factor component
PF11832	DUF3352	Protein of unknown function (DUF3352)
PF11833	CPP1-like	Protein CHAPERONE-LIKE PROTEIN OF POR1-like 
PF11834	KHA	KHA, dimerisation domain of potassium ion channel
PF11836	Phage_TAC_11	Phage tail tube protein, GTA-gp10
PF11838	ERAP1_C	ERAP1-like C-terminal domain
PF11839	Alanine_zipper	Alanine-zipper, major outer membrane lipoprotein
PF11840	DUF3360	Protein of unknown function (DUF3360)
PF11841	DUF3361	Domain of unknown function (DUF3361)
PF11842	DUF3362	Domain of unknown function (DUF3362)
PF11843	DUF3363	Protein of unknown function (DUF3363)
PF11844	DUF3364	Domain of unknown function (DUF3364)
PF11845	DUF3365	Protein of unknown function (DUF3365)
PF11846	Wzy_C_2	Virulence factor membrane-bound polymerase, C-terminal
PF11847	DUF3367	Domain of unknown function (DUF3367)
PF11848	DUF3368	Domain of unknown function (DUF3368)
PF11849	DUF3369	Domain of unknown function (DUF3369)
PF11850	DUF3370	Protein of unknown function (DUF3370)
PF11852	DUF3372	Domain of unknown function (DUF3372)
PF11853	DUF3373	Protein of unknown function (DUF3373)
PF11854	MtrB_PioB	Putative outer membrane beta-barrel porin, MtrB/PioB
PF11855	DUF3375	Protein of unknown function (DUF3375)
PF11856	DUF3376	Protein of unknown function (DUF3376)
PF11858	DUF3378	Domain of unknown function (DUF3378)
PF11859	DUF3379	Protein of unknown function (DUF3379)
PF11860	DUF3380	Protein of unknown function (DUF3380)
PF11861	DUF3381	Domain of unknown function (DUF3381)
PF11862	DUF3382	Domain of unknown function (DUF3382)
PF11863	DUF3383	Protein of unknown function (DUF3383)
PF11864	DUF3384	Domain of unknown function (DUF3384)
PF11865	DUF3385	Domain of unknown function (DUF3385)
PF11866	DUF3386	Protein of unknown function (DUF3386)
PF11867	DUF3387	Domain of unknown function (DUF3387)
PF11869	DUF3389	Protein of unknown function (DUF3389)
PF11870	DUF3390	Domain of unknown function (DUF3390)
PF11871	DUF3391	Domain of unknown function (DUF3391)
PF11872	DUF3392	Protein of unknown function (DUF3392)
PF11873	DUF3393	Domain of unknown function (DUF3393)
PF11874	DUF3394	Domain of unknown function (DUF3394)
PF11875	DUF3395	Domain of unknown function (DUF3395)
PF11876	DUF3396	Protein of unknown function (DUF3396)
PF11880	DUF3400	Domain of unknown function (DUF3400)
PF11882	DUF3402	Domain of unknown function (DUF3402)
PF11884	DUF3404	Domain of unknown function (DUF3404)
PF11885	DUF3405	Protein of unknown function (DUF3405)
PF11886	TOC159_MAD	Translocase of chloroplast 159/132, membrane anchor domain
PF11887	Mce4_CUP1	Cholesterol uptake porter CUP1 of Mce4, putative
PF11890	DUF3410	Domain of unknown function (DUF3410)
PF11891	RETICULATA-like	Protein RETICULATA-related 
PF11892	DUF3412	Domain of unknown function (DUF3412)
PF11893	DUF3413	Domain of unknown function (DUF3413)
PF11894	Nup192	Nuclear pore complex scaffold, nucleoporins 186/192/205
PF11896	DUF3416	Domain of unknown function (DUF3416)
PF11897	DUF3417	Protein of unknown function (DUF3417)
PF11898	DUF3418	Domain of unknown function (DUF3418)
PF11899	DUF3419	Protein of unknown function (DUF3419)
PF11901	DUF3421	Protein of unknown function (DUF3421)
PF11902	DUF3422	Protein of unknown function (DUF3422)
PF11903	ParD_like	ParD-like antitoxin of type II bacterial toxin-antitoxin system
PF11904	GPCR_chapero_1	GPCR-chaperone
PF11906	DUF3426	Protein of unknown function (DUF3426)
PF11907	DUF3427	Domain of unknown function (DUF3427)
PF11909	NdhN	NADH-quinone oxidoreductase cyanobacterial subunit N
PF11910	NdhO	Cyanobacterial and plant NDH-1 subunit O
PF11911	DUF3429	Protein of unknown function (DUF3429)
PF11913	DUF3431	Protein of unknown function (DUF3431)
PF11915	DUF3433	Protein of unknown function (DUF3433)
PF11916	Vac14_Fig4_bd	Vacuolar protein 14 C-terminal Fig4p binding
PF11918	Peptidase_S41_N	N-terminal domain of Peptidase_S41 in eukaryotic IRBP
PF11919	DUF3437	Domain of unknown function (DUF3437)
PF11920	DUF3438	Protein of unknown function (DUF3438)
PF11922	DUF3440	Domain of unknown function (DUF3440)
PF11923	DUF3441	Domain of unknown function (DUF3441)
PF11924	IAT_beta	Inverse autotransporter, beta-domain
PF11925	DUF3443	Protein of unknown function (DUF3443)
PF11927	DUF3445	Protein of unknown function (DUF3445)
PF11931	DUF3449	Domain of unknown function (DUF3449)
PF11932	DUF3450	Protein of unknown function (DUF3450)
PF11933	Na_trans_cytopl	Cytoplasmic domain of voltage-gated Na+ ion channel
PF11934	DUF3452	Domain of unknown function (DUF3452)
PF11935	DUF3453	Domain of unknown function (DUF3453)
PF11937	DUF3455	Protein of unknown function (DUF3455)
PF11938	DUF3456	TLR4 regulator and MIR-interacting MSAP
PF11939	NiFe-hyd_HybE	[NiFe]-hydrogenase assembly, chaperone, HybE
PF11940	DUF3458	Domain of unknown function (DUF3458)
PF11941	DUF3459	Domain of unknown function (DUF3459)
PF11942	Spt5_N	Spt5 transcription elongation factor, acidic N-terminal
PF11943	DUF3460	Protein of unknown function (DUF3460)
PF11944	DUF3461	Protein of unknown function (DUF3461)
PF11945	WASH_WAHD	WAHD domain of WASH complex
PF11946	DUF3463	Domain of unknown function (DUF3463)
PF11947	DUF3464	Protein of unknown function (DUF3464)
PF11948	DUF3465	Protein of unknown function (DUF3465)
PF11949	DUF3466	Protein of unknown function (DUF3466)
PF11950	DUF3467	Protein of unknown function (DUF3467)
PF11951	Fungal_trans_2	Fungal specific transcription factor domain
PF11952	XTBD	XRN-Two Binding Domain, XTBD
PF11953	DUF3470	Domain of unknown function (DUF3470)
PF11954	DUF3471	Domain of unknown function (DUF3471)
PF11957	efThoc1	THO complex subunit 1 transcription elongation factor
PF11958	DUF3472	Domain of unknown function (DUF3472)
PF11959	DUF3473	Domain of unknown function (DUF3473)
PF11960	DUF3474	Domain of unknown function (DUF3474)
PF11962	Peptidase_G2	Peptidase_G2, IMC autoproteolytic cleavage domain
PF11964	SpoIIAA-like	SpoIIAA-like
PF11965	DUF3479	Domain of unknown function (DUF3479)
PF11967	RecO_N	Recombination protein O N terminal
PF11968	Bmt2	25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2 
PF11969	DcpS_C	Scavenger mRNA decapping enzyme C-term binding
PF11971	CAMSAP_CH	CAMSAP CH domain
PF11972	HTH_13	HTH DNA binding domain
PF11973	NQRA_SLBB	NQRA C-terminal domain
PF11974	MG1	Alpha-2-macroglobulin MG1 domain
PF11975	Glyco_hydro_4C	Family 4 glycosyl hydrolase C-terminal domain
PF11976	Rad60-SLD	Ubiquitin-2 like Rad60 SUMO-like
PF11977	RNase_Zc3h12a	Zc3h12a-like Ribonuclease NYN domain
PF11978	MVP_shoulder	Shoulder domain
PF11979	DUF3480	Domain of unknown function (DUF3480)
PF11981	DUF3482	Domain of unknown function (DUF3482)
PF11982	DUF3483	Domain of unknown function (DUF3483)
PF11984	DUF3485	Protein of unknown function (DUF3485)
PF11985	DUF3486	Protein of unknown function (DUF3486)
PF11987	IF-2	Translation-initiation factor 2
PF11989	Dsl1_C	Retrograde transport protein Dsl1 C terminal
PF11990	DUF3487	Protein of unknown function (DUF3487)
PF11992	DUF3488	Domain of unknown function (DUF3488)
PF11993	Ribosomal_S4Pg	Ribosomal S4P (gammaproteobacterial)
PF11994	DUF3489	Protein of unknown function (DUF3489)
PF11995	DUF3490	Domain of unknown function (DUF3490)
PF11997	DUF3492	Domain of unknown function (DUF3492)
PF11998	DUF3493	Protein of unknown function (DUF3493)
PF11999	DUF3494	Protein of unknown function (DUF3494)
PF12000	Glyco_trans_4_3	Gkycosyl transferase family 4 group
PF12002	MgsA_C	MgsA AAA+ ATPase C terminal
PF12005	DUF3499	Protein of unknown function (DUF3499)
PF12006	DUF3500	Protein of unknown function (DUF3500)
PF12007	DUF3501	Protein of unknown function (DUF3501)
PF12008	EcoR124_C	Type I restriction and modification enzyme - subunit R C terminal
PF12009	Telomerase_RBD	Telomerase ribonucleoprotein complex - RNA binding domain
PF12010	DUF3502	Domain of unknown function (DUF3502)
PF12012	DUF3504	Domain of unknown function (DUF3504)
PF12013	DUF3505	Protein of unknown function (DUF3505)
PF12014	DUF3506	Domain of unknown function (DUF3506)
PF12017	Tnp_P_element	Transposase protein
PF12018	DUF3508	Domain of unknown function (DUF3508)
PF12019	GspH	Type II transport protein GspH
PF12021	DUF3509	Protein of unknown function (DUF3509)
PF12022	DUF3510	Domain of unknown function (DUF3510)
PF12024	DUF3512	Domain of unknown function (DUF3512)
PF12025	Phage_C	Phage protein C
PF12028	DUF3515	Protein of unknown function (DUF3515)
PF12029	DUF3516	Domain of unknown function (DUF3516)
PF12031	BAF250_C	SWI/SNF-like complex subunit BAF250/Osa 
PF12032	CLIP	Regulatory CLIP domain of proteinases
PF12034	DUF3520	Domain of unknown function (DUF3520)
PF12036	DUF3522	Protein of unknown function (DUF3522)
PF12037	DUF3523	Domain of unknown function (DUF3523)
PF12038	DUF3524	Domain of unknown function (DUF3524)
PF12040	DUF3526	Domain of unknown function (DUF3526)
PF12043	DUF3527	Domain of unknown function (DUF3527)
PF12044	Metallopep	Putative peptidase family
PF12046	CCB1	Cofactor assembly of complex C subunit B
PF12047	DNMT1-RFD	Cytosine specific DNA methyltransferase replication foci domain
PF12048	DUF3530	Protein of unknown function (DUF3530)
PF12049	DUF3531	Protein of unknown function (DUF3531)
PF12053	DUF3534	Domain of unknown function (DUF3534)
PF12054	DUF3535	Domain of unknown function (DUF3535)
PF12055	DUF3536	Domain of unknown function (DUF3536)
PF12056	DUF3537	Protein of unknown function (DUF3537)
PF12057	DUF3538	Domain of unknown function (DUF3538)
PF12058	DUF3539	Protein of unknown function (DUF3539)
PF12059	DUF3540	Protein of unknown function (DUF3540)
PF12060	DUF3541	Domain of unknown function (DUF3541)
PF12062	HSNSD	heparan sulfate-N-deacetylase
PF12063	DUF3543	Domain of unknown function (DUF3543)
PF12065	DUF3545	Protein of unknown function (DUF3545)
PF12066	DUF3546	Domain of unknown function (DUF3546)
PF12068	DUF3548	Domain of unknown function (DUF3548)
PF12069	DUF3549	Protein of unknown function (DUF3549)
PF12070	SCAI	Protein SCAI 
PF12071	DUF3551	Protein of unknown function (DUF3551)
PF12072	DUF3552	Domain of unknown function (DUF3552)
PF12073	DUF3553	Protein of unknown function (DUF3553)
PF12075	KN_motif	KN motif
PF12076	Wax2_C	WAX2 C-terminal domain
PF12077	DUF3556	Transmembrane protein of unknown function (DUF3556)
PF12079	DUF3558	Protein of unknown function (DUF3558)
PF12080	GldM_C	GldM C-terminal domain
PF12081	GldM_N	GldM N-terminal domain
PF12083	DUF3560	Domain of unknown function (DUF3560)
PF12084	DUF3561	Protein of unknown function (DUF3561)
PF12085	DUF3562	Protein of unknown function (DUF3562)
PF12086	DUF3563	Protein of unknown function (DUF3563)
PF12088	DUF3565	Protein of unknown function (DUF3565)
PF12089	DUF3566	Transmembrane domain of unknown function (DUF3566)
PF12090	Spt20	Spt20 family
PF12091	DUF3567	Protein of unknown function (DUF3567)
PF12092	DUF3568	Protein of unknown function (DUF3568)
PF12094	DUF3570	Protein of unknown function (DUF3570)
PF12095	CRR7	Protein CHLORORESPIRATORY REDUCTION 7 
PF12096	DUF3572	Protein of unknown function (DUF3572)
PF12098	DUF3574	Protein of unknown function (DUF3574)
PF12099	DUF3575	Protein of unknown function (DUF3575)
PF12100	DUF3576	Domain of unknown function (DUF3576)
PF12101	DUF3577	Protein of unknown function (DUF3577)
PF12102	DUF3578	Domain of unknown function (DUF3578)
PF12103	Lipl32	Surface lipoprotein of Spirochaetales order
PF12105	SpoU_methylas_C	SpoU, rRNA methylase, C-terminal
PF12106	Colicin_E5	Colicin E5 ribonuclease domain
PF12108	SF3a60_bindingd	Splicing factor SF3a60 binding domain
PF12110	Nup96	Nuclear protein 96
PF12111	PNPase_C	Polyribonucleotide phosphorylase C terminal
PF12112	DUF3579	Protein of unknown function (DUF3579)
PF12114	Period_C	Period protein 2/3C-terminal region
PF12116	SpoIIID	Stage III sporulation protein D
PF12118	SprA-related	SprA-related family
PF12119	DUF3581	Protein of unknown function (DUF3581)
PF12120	Arr-ms	Rifampin ADP-ribosyl transferase
PF12122	Rhomboid_N	Cytoplasmic N-terminal domain of rhomboid serine protease
PF12126	DUF3583	Protein of unknown function (DUF3583)
PF12127	YdfA_immunity	SigmaW regulon antibacterial
PF12128	DUF3584	Protein of unknown function (DUF3584)
PF12129	Phtf-FEM1B_bdg	Male germ-cell putative homeodomain transcription factor
PF12130	DUF3585	Protein of unknown function (DUF3585)
PF12131	DUF3586	Protein of unknown function (DUF3586)
PF12134	PRP8_domainIV	PRP8 domain IV core
PF12137	RapA_C	RNA polymerase recycling family C-terminal
PF12138	Spherulin4	Spherulation-specific family 4
PF12139	APS-reductase_C	Adenosine-5'-phosphosulfate reductase beta subunit
PF12140	SLED	SLED domain
PF12141	DUF3589	Protein of unknown function (DUF3589)
PF12142	PPO1_DWL	Polyphenol oxidase middle domain
PF12143	PPO1_KFDV	Protein of unknown function (DUF_B2219)
PF12145	Med12-LCEWAV	Eukaryotic Mediator 12 subunit domain
PF12146	Hydrolase_4	Serine aminopeptidase, S33
PF12147	Methyltransf_20	Putative methyltransferase
PF12148	TTD	Tandem tudor domain within UHRF1
PF12151	MVL	Mannan-binding protein
PF12152	eIF_4G1	Eukaryotic translation initiation factor 4G1
PF12156	ATPase-cat_bd	Putative metal-binding domain of cation transport ATPase
PF12157	DUF3591	Protein of unknown function (DUF3591)
PF12158	DUF3592	Protein of unknown function (DUF3592)
PF12159	DUF3593	Protein of unknown function (DUF3593)
PF12161	HsdM_N	HsdM N-terminal domain
PF12163	HobA	DNA replication regulator
PF12164	SporV_AA	Stage V sporulation protein AA
PF12165	Alfin	Alfin 
PF12166	Piezo_RRas_bdg	Piezo non-specific cation channel, R-Ras-binding domain
PF12167	DUF3596	Domain of unknown function (DUF3596)
PF12168	DNA_pol3_tau_4	DNA polymerase III subunits tau domain IV DnaB-binding
PF12169	DNA_pol3_gamma3	DNA polymerase III subunits gamma and tau domain III
PF12170	DNA_pol3_tau_5	DNA polymerase III tau subunit V interacting with alpha
PF12171	zf-C2H2_jaz	Zinc-finger double-stranded RNA-binding
PF12172	DUF35_N	Rubredoxin-like zinc ribbon domain (DUF35_N)
PF12174	RST	RCD1-SRO-TAF4 (RST) plant domain
PF12176	MtaB	Methanol-cobalamin methyltransferase B subunit
PF12183	NotI	Restriction endonuclease NotI
PF12186	AcylCoA_dehyd_C	Acyl-CoA dehydrogenase C terminal
PF12195	End_beta_barrel	Beta barrel domain of bacteriophage endosialidase
PF12200	DUF3597	Domain of unknown function (DUF3597)
PF12202	OSR1_C	Oxidative-stress-responsive kinase 1 C terminal
PF12204	DUF3598	Domain of unknown function (DUF3598)
PF12205	GIT1_C	G protein-coupled receptor kinase-interacting protein 1 C term
PF12208	DUF3601	Domain of unknown function (DUF3601)
PF12210	Hrs_helical	Hepatocyte growth factor-regulated tyrosine kinase substrate
PF12213	Dpoe2NT	DNA polymerases epsilon N terminal
PF12214	TPX2_importin	Cell cycle regulated microtubule associated protein
PF12215	Glyco_hydr_116N	beta-glucosidase 2, glycosyl-hydrolase family 116 N-term
PF12217	End_beta_propel	Catalytic beta propeller domain of bacteriophage endosialidase
PF12218	End_N_terminal	N terminal extension of bacteriophage endosialidase
PF12219	End_tail_spike	Catalytic domain of bacteriophage endosialidase
PF12220	U1snRNP70_N	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
PF12221	HflK_N	Bacterial membrane protein N terminal
PF12222	PNGaseA	Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A
PF12223	DUF3602	Protein of unknown function (DUF3602)
PF12224	Amidoligase_2	Putative amidoligase enzyme
PF12225	MTHFR_C	Methylene-tetrahydrofolate reductase C terminal
PF12228	DUF3604	Protein of unknown function (DUF3604)
PF12229	PG_binding_4	Putative peptidoglycan binding domain
PF12230	PRP21_like_P	Pre-mRNA splicing factor PRP21 like protein
PF12231	Rif1_N	Rap1-interacting factor 1 N terminal
PF12234	Rav1p_C	RAVE protein 1 C terminal
PF12236	Head-tail_con	Bacteriophage head to tail connecting protein
PF12237	PCIF1_WW	Phosphorylated CTD interacting factor 1 WW domain
PF12238	MSA-2c	Merozoite surface antigen 2c
PF12239	DUF3605	Protein of unknown function (DUF3605)
PF12241	Enoyl_reductase	Trans-2-enoyl-CoA reductase catalytic region
PF12242	Eno-Rase_NADH_b	NAD(P)H binding domain of trans-2-enoyl-CoA reductase
PF12244	DUF3606	Protein of unknown function (DUF3606)
PF12245	Big_3_2	Bacterial Ig-like domain (group 3)
PF12246	MKT1_C	Temperature dependent protein affecting M2 dsRNA replication
PF12247	MKT1_N	Temperature dependent protein affecting M2 dsRNA replication
PF12248	Methyltransf_FA	Farnesoic acid 0-methyl transferase
PF12249	AftA_C	Arabinofuranosyltransferase A C terminal
PF12250	AftA_N	Arabinofuranosyltransferase N terminal
PF12251	zf-SNAP50_C	snRNA-activating protein of 50kDa MW C terminal
PF12253	CAF1A	Chromatin assembly factor 1 subunit A
PF12254	DNA_pol_alpha_N	DNA polymerase alpha subunit p180 N terminal
PF12255	TcdB_toxin_midC	Insecticide toxin TcdB middle/C-terminal region
PF12256	TcdB_toxin_midN	Insecticide toxin TcdB middle/N-terminal region
PF12257	IML1	Vacuolar membrane-associated protein Iml1 
PF12259	Baculo_F	Baculovirus F protein
PF12261	T_hemolysin	Thermostable hemolysin
PF12262	Lipase_bact_N	Bacterial virulence factor lipase N-terminal
PF12263	DUF3611	Protein of unknown function (DUF3611)
PF12265	CAF1C_H4-bd	Histone-binding protein RBBP4 or subunit C of CAF1 complex
PF12266	DUF3613	Protein of unknown function (DUF3613)
PF12268	DUF3612	Protein of unknown function (DUF3612)
PF12269	zf-CpG_bind_C	CpG binding protein zinc finger C terminal domain
PF12270	Cyt_c_ox_IV	Cytochrome c oxidase subunit IV
PF12273	RCR	Chitin synthesis regulation, resistance to Congo red
PF12275	DUF3616	Protein of unknown function (DUF3616)
PF12276	DUF3617	Protein of unknown function (DUF3617)
PF12277	DUF3618	Protein of unknown function (DUF3618)
PF12279	DUF3619	Protein of unknown function (DUF3619)
PF12281	NTP_transf_8	Nucleotidyltransferase
PF12282	H_kinase_N	Signal transduction histidine kinase
PF12286	DUF3622	Protein of unknown function (DUF3622)
PF12288	CsoS2_M	Carboxysome shell peptide mid-region
PF12290	DUF3802	Protein of unknown function (DUF3802)
PF12291	DUF3623	Protein of unknown function (DUF3623)
PF12292	DUF3624	Protein of unknown function (DUF3624)
PF12293	T4BSS_DotH_IcmK	Putative outer membrane core complex of type IVb secretion
PF12294	DUF3626	Protein of unknown function (DUF3626)
PF12295	Symplekin_C	Symplekin tight junction protein C terminal
PF12296	HsbA	Hydrophobic surface binding protein A
PF12298	Bot1p	Eukaryotic mitochondrial regulator protein 
PF12299	DUF3627	Protein of unknown function (DUF3627)
PF12305	DUF3630	Protein of unknown function (DUF3630)
PF12306	PixA	Inclusion body protein
PF12307	DUF3631	Protein of unknown function (DUF3631)
PF12309	KBP_C	KIF-1 binding protein C terminal
PF12314	IMCp	Inner membrane complex protein
PF12315	DA1-like	Protein DA1
PF12317	IFT46_B_C	Intraflagellar transport complex B protein 46 C terminal
PF12318	FAD-SLDH	Membrane bound FAD containing D-sorbitol dehydrogenase 
PF12320	SbcD_C	Type 5 capsule protein repressor C-terminal domain
PF12321	DUF3634	Protein of unknown function (DUF3634)
PF12322	T4_baseplate	T4 bacteriophage base plate protein
PF12323	HTH_OrfB_IS605	Helix-turn-helix domain
PF12324	HTH_15	Helix-turn-helix domain of alkylmercury lyase
PF12325	TMF_TATA_bd	TATA element modulatory factor 1 TATA binding
PF12327	FtsZ_C	FtsZ family, C-terminal domain
PF12329	TMF_DNA_bd	TATA element modulatory factor 1 DNA binding
PF12330	DUF3635	Domain of unknown function (DUF3635)
PF12333	Ipi1_N	Rix1 complex component involved in 60S ribosome maturation
PF12335	SBF2	Myotubularin protein 
PF12336	SOXp	SOX transcription factor
PF12339	DNAJ_related	DNA-J related protein 
PF12340	DUF3638	Protein of unknown function (DUF3638)
PF12341	Mcl1_mid	Minichromosome loss protein, Mcl1, middle region
PF12343	DEADboxA	Cold shock protein DEAD box A
PF12344	UvrB	Ultra-violet resistance protein B
PF12345	DUF3641	Protein of unknown function (DUF3641) 
PF12348	CLASP_N	CLASP N terminal
PF12349	Sterol-sensing	Sterol-sensing domain of SREBP cleavage-activation
PF12352	V-SNARE_C	Snare region anchored in the vesicle membrane C-terminus
PF12353	eIF3g	Eukaryotic translation initiation factor 3 subunit G 
PF12358	DUF3644	Protein of unknown function (DUF3644) 
PF12359	DUF3645	Protein of unknown function (DUF3645) 
PF12362	DUF3646	DNA polymerase III gamma and tau subunits C terminal
PF12363	Phage_TAC_12	Phage tail assembly chaperone protein, TAC
PF12365	DUF3649	Protein of unknown function (DUF3649) 
PF12366	Casc1	Cancer susceptibility candidate 1 
PF12367	PFO_beta_C	Pyruvate ferredoxin oxidoreductase beta subunit C terminal
PF12368	Rhodanese_C	Rhodanase C-terminal
PF12371	TMEM131_like	Transmembrane protein 131-like
PF12372	DUF3652	Huntingtin protein region 
PF12375	DUF3653	Phage protein
PF12381	Peptidase_C3G	Tungro spherical virus-type peptidase
PF12385	Peptidase_C70	Papain-like cysteine protease AvrRpt2
PF12386	Peptidase_C71	Pseudomurein endo-isopeptidase Pei
PF12387	Peptidase_C74	Pestivirus NS2 peptidase
